c degrees:  6 
c girth: 8 max: 6.656780  
c desired: 1000
8 128 -165 0
190 26 88 0
228 156 -144 0
-30 -85 -207 0
204 -173 40 0
154 -192 224 0
221 220 -106 0
-183 -220 49 0
152 194 156 0
5 -69 237 0
-219 -96 -33 0
-77 74 195 0
55 95 -17 0
-4 179 -134 0
66 80 -194 0
-42 13 127 0
173 -2 -232 0
-136 75 -143 0
-8 -33 193 0
-250 233 -239 0
183 -73 -2 0
226 234 181 0
54 160 -120 0
-174 -21 -22 0
-158 -102 -116 0
243 -151 214 0
-143 -135 97 0
233 -153 -247 0
-90 -89 100 0
-58 -108 165 0
-148 -160 225 0
-23 139 126 0
-127 -23 -104 0
-217 -8 84 0
-86 -82 19 0
30 -117 37 0
-27 212 -62 0
2 132 -199 0
-120 -128 -11 0
-43 125 246 0
158 -24 159 0
171 188 -130 0
-104 -197 237 0
-159 -43 -27 0
-53 38 150 0
-14 -152 224 0
-206 -176 -172 0
-28 -99 -175 0
-144 -112 190 0
-135 -90 -219 0
-111 -110 68 0
247 -249 113 0
-21 -200 -193 0
-45 87 106 0
-237 220 -119 0
202 234 -218 0
-141 -219 225 0
-29 -119 94 0
-17 209 82 0
-197 191 -185 0
123 -28 222 0
146 -88 -8 0
-49 23 -93 0
208 -33 -169 0
172 238 227 0
-65 -98 -131 0
-246 -19 -127 0
-71 -208 -127 0
3 198 240 0
29 35 77 0
22 36 -101 0
117 -63 -56 0
50 18 -81 0
242 26 -35 0
235 246 56 0
42 -129 -136 0
39 166 248 0
143 -189 -214 0
-108 -48 -182 0
136 76 130 0
103 203 141 0
-243 54 168 0
-59 34 -17 0
-199 155 -152 0
-248 -157 248 0
121 -106 -117 0
156 178 -132 0
-12 162 26 0
138 -6 195 0
70 39 -247 0
-145 -38 -66 0
-13 250 115 0
-101 1 29 0
115 -57 -207 0
-236 176 -211 0
-167 -229 228 0
174 142 -235 0
-56 -55 120 0
141 9 233 0
-240 -235 -102 0
-227 21 20 0
6 -111 -142 0
-32 -214 64 0
132 -171 90 0
-25 -126 39 0
76 71 60 0
93 41 -118 0
26 213 194 0
-110 245 44 0
-76 -51 -6 0
148 -95 119 0
-6 -236 -174 0
-16 172 -216 0
-47 -124 111 0
-189 65 206 0
-130 121 -124 0
239 -246 173 0
125 128 48 0
-124 -202 -26 0
211 151 -72 0
31 -10 186 0
101 -37 153 0
-74 197 -14 0
-226 94 -7 0
-35 -159 159 0
185 133 98 0
166 138 48 0
-185 -94 -13 0
12 14 20 0
51 211 199 0
118 -21 50 0
144 219 -177 0
27 -208 250 0
-198 3 -85 0
180 71 121 0
-54 -201 -157 0
250 -50 98 0
128 81 228 0
-48 -47 244 0
232 43 -63 0
-166 -16 -67 0
-123 -139 132 0
-156 -60 90 0
-222 19 49 0
-203 -163 75 0
165 -91 28 0
-153 33 51 0
104 131 -42 0
237 -105 -39 0
-69 -208 -212 0
-186 37 -228 0
-231 166 -10 0
227 224 -30 0
199 88 -233 0
-164 -195 240 0
-38 119 -9 0
-168 162 169 0
248 -22 -97 0
33 -243 81 0
-228 -128 -146 0
97 83 44 0
45 104 4 0
182 -221 -25 0
7 -243 -24 0
159 145 12 0
44 -73 111 0
-232 168 1 0
94 74 104 0
-245 -27 -195 0
222 -56 -20 0
-160 -32 -167 0
-239 -167 21 0
-214 94 -68 0
120 -245 116 0
-218 -17 241 0
-210 -191 -77 0
164 -220 155 0
-249 231 45 0
-113 212 223 0
-67 150 104 0
229 93 -220 0
63 -221 -22 0
-50 168 -175 0
60 -17 -34 0
73 -246 -223 0
-211 155 205 0
-195 -102 -32 0
140 100 -99 0
61 118 -186 0
-178 221 -80 0
-64 64 -35 0
186 183 -61 0
231 -248 86 0
-107 -184 103 0
-133 -189 -132 0
24 86 60 0
210 98 129 0
72 177 -241 0
-190 230 -184 0
-66 -186 -244 0
-162 120 70 0
205 -110 -135 0
-46 -126 -227 0
170 -66 101 0
85 -128 97 0
-52 188 90 0
238 49 -95 0
-194 158 -242 0
-36 22 107 0
-31 142 40 0
64 -48 110 0
82 198 -136 0
-201 191 132 0
-40 162 -130 0
83 66 -15 0
178 -1 188 0
59 82 -247 0
-235 -41 -181 0
89 53 -30 0
225 -129 179 0
-9 -61 112 0
-139 160 182 0
100 -1 -34 0
46 192 175 0
-175 -103 -33 0
-3 -59 169 0
-26 -178 -198 0
124 15 23 0
91 -197 -159 0
-220 -50 226 0
122 -125 -78 0
155 200 -18 0
203 223 201 0
160 105 145 0
-20 -222 -174 0
-208 -216 -191 0
-172 -159 -205 0
-247 -41 -212 0
-22 -87 -141 0
-85 111 -56 0
105 213 -228 0
-11 193 229 0
69 140 8 0
139 225 -140 0
-216 -147 55 0
-132 -213 -83 0
217 214 -234 0
-207 55 -145 0
10 96 127 0
-100 46 -32 0
-55 -229 217 0
75 120 -147 0
-102 7 -66 0
-39 6 -146 0
-78 -183 -210 0
147 1 -138 0
21 -64 33 0
-15 139 -73 0
-170 -53 46 0
9 137 -135 0
11 -40 58 0
-122 -188 126 0
-149 234 103 0
88 -46 -149 0
-91 -169 -18 0
-241 245 243 0
130 -127 247 0
-103 -78 -117 0
48 123 3 0
220 211 148 0
-146 -141 100 0
-137 165 -181 0
201 -182 250 0
67 -74 68 0
196 163 -154 0
198 43 -139 0
-150 199 -170 0
206 -179 154 0
62 -154 -153 0
244 -210 -88 0
-238 8 -2 0
137 -86 26 0
77 189 204 0
-106 135 149 0
179 -150 -154 0
-2 4 198 0
-60 -77 -34 0
108 236 230 0
-169 195 -134 0
-182 -51 -215 0
234 91 117 0
-134 70 -52 0
245 -209 -92 0
219 147 -29 0
-233 217 -82 0
56 -138 153 0
-212 -112 -6 0
-157 -111 36 0
246 114 42 0
133 126 151 0
109 -239 94 0
197 233 79 0
34 149 201 0
-109 110 212 0
-121 229 101 0
71 140 27 0
36 127 -68 0
-37 -133 -90 0
195 -250 -227 0
-118 -241 -99 0
236 174 16 0
79 -94 -105 0
163 -142 -42 0
86 243 202 0
-126 -173 238 0
161 -9 201 0
49 54 63 0
-154 172 -1 0
184 185 223 0
37 158 70 0
200 65 102 0
15 202 -170 0
-131 -13 -62 0
74 -72 -5 0
-97 -123 158 0
-151 -232 12 0
224 230 191 0
111 -136 7 0
1 -109 -12 0
58 77 96 0
-92 -75 217 0
213 124 28 0
-62 -79 182 0
57 103 -8 0
176 89 -162 0
119 58 -218 0
189 169 172 0
-105 -216 -225 0
-19 -66 206 0
43 -43 105 0
-34 134 -192 0
-51 122 36 0
131 -14 128 0
-99 232 124 0
-181 201 -43 0
-98 -140 -156 0
-128 7 115 0
-18 170 180 0
-204 -62 155 0
96 -5 -54 0
-191 248 -184 0
-187 -248 -75 0
168 156 45 0
-129 -239 -87 0
-57 135 -222 0
47 -125 -5 0
169 125 135 0
-7 73 -128 0
-44 195 -200 0
-188 24 142 0
84 -133 99 0
-171 41 200 0
-95 -204 -191 0
80 91 116 0
-147 123 -221 0
-163 -52 62 0
230 31 -16 0
90 96 15 0
-176 161 -200 0
-165 197 -46 0
-152 -205 -137 0
-93 -7 146 0
17 -107 219 0
241 -112 179 0
-10 208 -243 0
-213 192 229 0
14 140 -76 0
-223 -41 -101 0
181 -75 -69 0
192 -104 -95 0
-142 35 -235 0
-234 30 -204 0
212 51 -157 0
107 249 -93 0
194 -147 -240 0
95 -57 66 0
102 137 -53 0
209 -58 -132 0
-161 -190 -143 0
188 222 -53 0
-177 -145 208 0
41 214 -145 0
151 116 -211 0
106 8 102 0
-88 197 211 0
-192 170 75 0
-75 14 -245 0
193 138 236 0
16 59 -96 0
38 247 -233 0
-215 42 183 0
-200 -185 242 0
149 -166 109 0
214 -108 171 0
23 -107 -71 0
25 159 69 0
145 60 211 0
19 -231 -105 0
240 -175 -86 0
-79 78 163 0
-24 193 61 0
150 37 205 0
-61 168 -198 0
-224 204 -88 0
78 -203 -70 0
-84 -215 242 0
98 -166 -98 0
216 -10 -223 0
-155 -108 125 0
18 209 164 0
157 -69 -26 0
28 -15 -179 0
129 -31 -123 0
-140 -186 -144 0
-112 127 -28 0
87 -96 163 0
-80 230 -172 0
191 20 133 0
-173 27 -89 0
-184 65 -44 0
218 -93 166 0
126 180 -248 0
-244 -148 -208 0
35 132 -210 0
92 -2 188 0
-1 -78 5 0
-196 -122 -59 0
65 -81 -42 0
-193 -241 -61 0
249 -141 101 0
-116 171 -38 0
223 106 -174 0
134 -117 -110 0
-81 11 -13 0
135 2 76 0
175 -175 -188 0
-5 -158 -64 0
-179 -24 -171 0
-225 12 -149 0
-70 -179 122 0
-87 -60 -199 0
53 -65 17 0
-96 92 -234 0
167 -127 -64 0
-83 -70 -166 0
20 -155 -199 0
-33 227 29 0
4 122 -129 0
99 148 -161 0
-138 38 -27 0
207 208 -180 0
-119 -184 -194 0
-242 40 52 0
13 166 46 0
-114 205 20 0
-125 80 -163 0
142 189 74 0
-72 177 65 0
153 213 53 0
114 -82 119 0
127 -91 -57 0
-209 112 -83 0
110 66 221 0
40 13 59 0
-202 -176 -231 0
-73 206 38 0
-180 143 -116 0
68 -202 91 0
112 -240 164 0
-41 103 -53 0
-94 -224 -148 0
-205 -86 18 0
-82 -239 -224 0
-89 -196 242 0
177 -188 128 0
32 220 19 0
-63 -160 32 0
-117 -144 -195 0
-68 -247 2 0
113 71 22 0
162 -172 118 0
-221 173 59 0
81 174 239 0
116 73 114 0
187 61 -234 0
-230 52 -86 0
-229 130 218 0
52 115 -187 0
215 144 -250 0
-115 170 -21 0
8 -88 -207 0
190 173 99 0
228 129 64 0
-30 63 -20 0
204 -220 -186 0
154 72 99 0
221 -39 -14 0
-183 -156 11 0
152 -168 70 0
5 -165 235 0
-219 218 -214 0
-77 -162 231 0
55 -201 -76 0
-4 85 -194 0
66 -84 -159 0
-42 49 -250 0
173 50 -120 0
-136 216 142 0
-8 -140 143 0
-250 78 -219 0
183 -92 -183 0
226 -71 -113 0
54 -225 87 0
-174 28 -168 0
-158 -83 105 0
243 85 95 0
-143 6 10 0
233 -245 136 0
-90 15 14 0
-58 -27 -125 0
-148 137 -204 0
-23 -16 123 0
-127 -131 -103 0
-217 -76 134 0
-86 21 243 0
30 10 -50 0
-27 97 -200 0
2 83 190 0
-120 -37 -41 0
-43 -237 146 0
158 76 -58 0
171 -152 80 0
-104 67 244 0
-159 92 107 0
-53 27 89 0
-14 167 -73 0
-206 -94 -181 0
-28 44 204 0
-144 248 114 0
-135 -113 235 0
-111 34 -231 0
247 196 -12 0
-21 -5 -142 0
-45 -28 234 0
-237 207 180 0
202 -204 5 0
-141 -82 219 0
-29 -10 14 0
-17 -233 -26 0
-197 10 -124 0
123 5 84 0
146 -241 -97 0
-49 -124 8 0
208 -14 137 0
172 -123 81 0
-65 221 216 0
-246 227 152 0
-71 -167 -54 0
3 31 -114 0
29 -172 -158 0
22 -162 -178 0
117 81 -233 0
50 236 -196 0
242 -226 76 0
235 -246 -222 0
42 54 138 0
39 -219 34 0
143 163 235 0
-108 226 232 0
136 -77 186 0
103 7 -96 0
-243 -209 -3 0
-59 -113 53 0
-199 -177 106 0
-248 244 -168 0
121 147 24 0
156 -84 -26 0
-12 126 92 0
138 72 -107 0
70 -207 11 0
-145 113 -90 0
-13 21 -100 0
-101 88 -203 0
115 -29 -152 0
-236 143 -126 0
-167 -74 73 0
174 -168 -148 0
-56 242 207 0
141 -109 -150 0
-240 -123 -68 0
-227 134 -57 0
6 -206 179 0
-32 61 176 0
132 -23 -25 0
-25 121 165 0
76 -80 -160 0
93 219 -40 0
26 79 226 0
-110 63 77 0
-76 243 218 0
148 232 185 0
-6 112 -23 0
-16 -84 -183 0
-47 -190 -131 0
-189 -55 66 0
-130 84 192 0
239 -218 -143 0
125 -244 35 0
-124 -192 232 0
211 57 52 0
31 -170 -238 0
101 30 -80 0
-74 -244 -171 0
-226 3 -60 0
-35 -183 165 0
185 209 96 0
166 239 -217 0
-185 -211 17 0
12 157 -122 0
51 176 -4 0
118 -45 85 0
144 -20 -187 0
27 184 78 0
-198 -67 -171 0
180 91 -30 0
-54 117 -79 0
250 -226 -209 0
128 61 -249 0
-48 47 -236 0
232 39 1 0
-166 -230 157 0
-123 161 -178 0
-156 69 -119 0
-222 -125 157 0
-203 -198 -64 0
165 -146 138 0
-153 -189 -71 0
104 -223 182 0
237 153 141 0
-69 41 33 0
-186 25 -36 0
-231 -58 200 0
227 215 102 0
199 246 -40 0
-164 -228 -232 0
-38 156 140 0
-168 -250 -36 0
248 -166 -49 0
33 6 -45 0
-228 62 -165 0
97 -249 31 0
45 181 -174 0
182 86 -224 0
7 77 48 0
159 -121 167 0
44 239 158 0
-232 -231 189 0
94 247 -45 0
-245 -11 -67 0
222 114 174 0
-160 -78 85 0
-239 -24 10 0
-214 199 -225 0
120 250 -130 0
-218 2 54 0
-210 33 209 0
164 16 -163 0
-249 84 145 0
-113 183 -201 0
-67 215 167 0
229 133 -214 0
63 -51 -153 0
-50 102 216 0
60 238 16 0
73 69 -91 0
-211 -38 -109 0
-195 -118 -218 0
140 154 -43 0
61 173 -154 0
-178 -177 183 0
-64 -97 -238 0
186 -63 107 0
231 -81 42 0
-107 22 -165 0
-133 150 -118 0
24 -68 -206 0
210 25 51 0
72 210 -84 0
-190 199 4 0
-66 12 18 0
-162 -193 237 0
205 19 -23 0
-46 130 108 0
170 -170 -137 0
85 131 151 0
-52 17 246 0
238 -13 4 0
-194 92 113 0
-36 83 41 0
-31 143 -94 0
64 13 178 0
82 93 -37 0
-201 -173 -12 0
-40 -151 -167 0
83 -121 -188 0
178 89 58 0
59 56 184 0
-235 -215 -126 0
89 50 181 0
225 55 -209 0
-9 28 -216 0
-139 -135 -95 0
100 -116 -190 0
46 223 197 0
-175 -185 25 0
-3 -101 -236 0
-26 -72 -146 0
124 224 82 0
91 -115 210 0
-220 67 -90 0
122 174 -119 0
155 107 184 0
203 -176 -51 0
160 -182 130 0
-20 164 -197 0
-208 240 -109 0
-172 45 214 0
-247 -222 245 0
-22 -206 187 0
-85 -103 -15 0
105 116 -31 0
-11 245 -190 0
69 -230 -176 0
139 -162 -181 0
-216 -101 -161 0
-132 -93 88 0
217 -223 -179 0
-207 -164 -18 0
10 56 -76 0
-100 -215 -18 0
-55 -150 18 0
75 -8 -92 0
-102 -92 -49 0
-39 222 -19 0
-78 57 -189 0
147 238 6 0
21 -147 30 0
-15 -40 215 0
-170 152 -197 0
9 -45 72 0
11 124 -114 0
-122 -156 -161 0
-149 -158 71 0
88 231 110 0
-91 148 93 0
-241 29 -129 0
130 -44 52 0
-103 -248 62 0
48 180 -98 0
220 196 -87 0
-146 -242 15 0
-137 -226 172 0
201 -134 86 0
67 -106 -79 0
196 -149 177 0
198 -100 121 0
-150 182 98 0
206 241 -242 0
62 93 117 0
244 -232 229 0
-238 -105 -36 0
137 -70 62 0
77 -163 109 0
-106 194 217 0
179 194 -217 0
-2 -83 -34 0
-60 53 161 0
108 -19 161 0
-169 203 80 0
-182 -132 -39 0
234 225 221 0
-134 -120 -49 0
245 -29 226 0
219 -19 -4 0
-233 -37 -6 0
56 -137 -98 0
-212 58 175 0
-157 208 118 0
246 115 -21 0
133 122 -89 0
109 -238 207 0
197 50 147 0
34 -164 42 0
-109 74 -30 0
-121 -155 -1 0
71 -143 -121 0
36 181 159 0
-37 64 -199 0
195 -234 -59 0
-118 152 207 0
236 90 -111 0
79 -187 154 0
163 -192 240 0
86 249 68 0
-126 -238 241 0
161 -32 72 0
49 176 3 0
-154 205 -35 0
184 -133 -85 0
37 -54 -122 0
200 51 196 0
15 -46 112 0
-131 -118 189 0
74 -144 -108 0
-97 -244 -62 0
-151 -28 -44 0
224 78 -120 0
111 196 -212 0
1 187 164 0
58 191 136 0
-92 -44 -155 0
213 48 148 0
-62 -136 144 0
57 190 34 0
176 44 -230 0
119 -48 203 0
189 -89 -4 0
-105 -60 57 0
