c A permuted SAT Competition 2007 formula with seed=2143506940
p cnf 700 3500
-533 453 -102 0
-171 246 -453 0
-130 -60 -439 0
-29 581 -27 0
210 416 328 0
-424 -301 -59 0
531 -145 -497 0
160 584 121 0
391 97 109 0
-595 620 19 0
-306 -420 -170 0
401 -21 -581 0
152 -24 -574 0
-465 -554 -392 0
118 -419 -74 0
659 403 126 0
-489 -510 309 0
-184 -517 413 0
514 -123 69 0
472 -206 459 0
528 -188 699 0
-399 -158 4 0
296 98 -113 0
609 -109 -619 0
682 105 508 0
-271 208 112 0
203 401 565 0
-137 -517 -152 0
323 547 -574 0
-662 -406 -547 0
685 328 -432 0
361 287 303 0
318 478 469 0
-51 615 -253 0
31 156 561 0
-458 -554 -523 0
466 669 -505 0
372 -192 527 0
-243 -174 545 0
-450 -309 260 0
315 675 325 0
-559 283 373 0
-400 584 -217 0
-520 -631 58 0
-40 415 -71 0
307 149 -657 0
-48 287 603 0
-25 -162 413 0
92 -546 205 0
675 -283 534 0
481 -155 256 0
-476 300 259 0
-249 169 -632 0
64 -453 29 0
-187 -204 494 0
116 507 -534 0
518 550 36 0
-388 -228 510 0
240 -37 42 0
624 -322 -212 0
362 26 -253 0
-478 600 184 0
-57 -24 169 0
574 -7 -255 0
680 -675 -77 0
121 474 384 0
-381 -556 -475 0
543 451 -254 0
328 175 647 0
191 244 254 0
-415 135 644 0
-143 367 550 0
-647 -428 -535 0
98 -363 -222 0
192 -133 76 0
168 595 -334 0
-268 -491 393 0
61 456 638 0
-568 -686 -182 0
153 610 91 0
-275 -661 552 0
-460 145 -232 0
102 509 -679 0
-217 283 164 0
592 -577 -112 0
552 -438 -510 0
-409 149 36 0
185 -515 -40 0
434 -326 158 0
482 395 182 0
-229 -384 7 0
308 427 -274 0
-400 -385 -3 0
-352 474 38 0
-540 117 -14 0
-325 -161 247 0
-608 374 -109 0
-680 -622 548 0
282 -130 122 0
344 525 618 0
102 444 9 0
615 338 -79 0
502 36 140 0
528 301 -258 0
622 -373 -276 0
-54 624 433 0
175 -115 -151 0
-461 425 -326 0
-534 219 234 0
-419 -178 -598 0
605 -586 -345 0
526 -438 -187 0
-347 4 -543 0
-468 -40 135 0
674 376 -72 0
400 362 -376 0
-190 -451 -476 0
-615 -250 -619 0
-13 36 -58 0
571 -202 225 0
591 232 364 0
-509 547 -435 0
-679 56 38 0
466 330 -576 0
166 -25 -584 0
588 -28 315 0
-294 649 -332 0
-499 272 634 0
-603 370 636 0
-262 -367 -292 0
-613 690 -518 0
412 665 -80 0
71 252 501 0
-157 -192 -111 0
427 27 -200 0
-117 -320 475 0
-48 -451 -613 0
-469 -165 -394 0
-447 382 593 0
-75 -418 -474 0
121 -193 -194 0
507 505 309 0
163 -398 -468 0
-386 204 -171 0
480 644 337 0
185 169 222 0
382 -668 -614 0
408 467 -122 0
639 -72 439 0
-311 -358 -31 0
313 -131 -314 0
-164 -337 -502 0
-697 616 475 0
187 -38 539 0
-520 668 670 0
309 565 354 0
-487 94 76 0
77 25 241 0
288 -339 -8 0
-158 -290 -378 0
234 -202 -378 0
197 -565 -411 0
260 -331 118 0
578 -646 694 0
378 550 554 0
-571 -252 -595 0
240 -156 -426 0
-277 553 -583 0
238 -241 458 0
13 132 -405 0
-91 -671 -75 0
384 -42 402 0
274 418 -246 0
679 -698 -182 0
-473 4 -396 0
-71 -660 -686 0
-332 -138 519 0
-643 -539 -156 0
-611 110 -329 0
-684 218 -34 0
-47 -341 499 0
-113 49 133 0
-597 670 -427 0
-9 -124 468 0
315 72 -544 0
37 -327 -97 0
89 539 522 0
400 -530 -219 0
292 -348 609 0
221 -238 340 0
-453 -467 -440 0
-53 -656 146 0
-472 370 -405 0
-89 590 -683 0
-375 -576 -274 0
-94 137 -265 0
224 23 -456 0
-214 -615 194 0
194 -351 -362 0
-641 516 -232 0
663 -175 -608 0
341 -488 -54 0
-548 -331 83 0
300 451 -510 0
87 357 368 0
-71 -283 532 0
-390 52 585 0
-440 363 -174 0
467 -451 -84 0
342 -401 -450 0
311 -593 319 0
-22 -217 -30 0
-71 -640 -160 0
-255 20 -623 0
-469 627 -80 0
43 438 -409 0
469 -611 -644 0
592 657 -334 0
-31 392 166 0
146 424 565 0
624 294 70 0
275 497 436 0
-218 555 541 0
27 590 -22 0
599 580 -660 0
553 -113 -95 0
432 405 385 0
121 681 -608 0
-70 660 213 0
-558 161 -24 0
623 -359 521 0
-104 297 668 0
403 600 430 0
-143 185 12 0
376 -216 108 0
-92 -31 459 0
-418 -78 598 0
-160 461 104 0
506 156 -532 0
-188 321 -219 0
96 -340 -635 0
33 -493 -470 0
70 -143 692 0
31 -558 439 0
-393 551 -353 0
287 -433 94 0
150 -391 627 0
455 239 685 0
-243 -525 684 0
585 -656 -188 0
-663 39 -266 0
-6 307 223 0
115 202 40 0
519 184 -687 0
-347 583 140 0
-176 -324 167 0
-118 271 523 0
355 541 -245 0
92 -14 -423 0
198 -400 -270 0
-366 265 -668 0
497 -192 -456 0
555 -340 121 0
108 -45 659 0
111 -647 430 0
-191 108 -258 0
-434 225 -255 0
-47 -254 674 0
-529 244 -147 0
-289 -399 -26 0
495 618 -19 0
-338 -519 484 0
199 74 -189 0
-81 -402 630 0
46 583 -629 0
652 8 45 0
-399 -253 451 0
-540 -25 542 0
-499 -302 -385 0
499 160 -183 0
-171 -38 -390 0
456 430 -489 0
422 683 -405 0
-99 133 658 0
570 11 47 0
111 356 482 0
550 -548 494 0
-644 520 -583 0
262 609 -222 0
642 260 -71 0
-698 619 626 0
-521 -114 336 0
-659 -694 168 0
582 467 -191 0
-546 450 -563 0
-138 480 -243 0
-613 403 -623 0
-160 -24 359 0
-159 454 502 0
393 -196 -395 0
-697 289 418 0
522 454 96 0
-658 544 599 0
574 -281 -603 0
121 -472 524 0
142 -42 -95 0
-513 -50 -576 0
-442 458 346 0
-248 625 -699 0
-562 554 -590 0
546 500 -566 0
-535 -13 266 0
-349 597 645 0
501 398 6 0
425 -154 518 0
-109 8 -27 0
681 -197 700 0
-184 107 647 0
-97 -94 587 0
46 -500 -388 0
-173 -662 330 0
-550 -117 77 0
399 384 334 0
537 -588 -111 0
-522 -242 -648 0
-112 -195 -168 0
386 -187 -415 0
-506 81 223 0
697 -553 282 0
-280 640 110 0
439 682 -53 0
575 110 -464 0
-530 -588 362 0
-151 607 -131 0
-542 118 378 0
212 -372 -53 0
-560 -569 -523 0
330 695 537 0
541 -212 27 0
118 390 -485 0
491 416 426 0
132 242 592 0
686 576 -220 0
-133 -275 -97 0
-424 206 -379 0
469 -140 102 0
-61 -207 -546 0
671 248 138 0
482 -193 -399 0
469 570 295 0
590 455 196 0
345 499 280 0
547 -541 576 0
92 526 102 0
517 -393 -558 0
216 -560 -630 0
274 -665 271 0
213 371 513 0
-55 422 -84 0
-434 -223 579 0
14 162 584 0
370 457 -423 0
234 232 -215 0
-437 338 -252 0
-81 128 -409 0
594 -667 -533 0
421 -383 -595 0
-431 607 -320 0
657 191 -492 0
-610 -283 -518 0
214 -597 -432 0
-379 457 -113 0
288 382 585 0
132 -62 478 0
674 133 504 0
-284 -196 -494 0
-267 -465 -142 0
-286 474 188 0
-189 505 485 0
-418 473 645 0
658 268 374 0
136 -289 -62 0
-174 -104 224 0
-576 384 -411 0
-320 -193 134 0
264 72 -31 0
488 -82 -32 0
-620 -31 84 0
639 428 -9 0
280 244 -100 0
-639 -586 -247 0
481 -291 -183 0
-231 18 268 0
-469 -455 94 0
-41 674 -330 0
-559 -272 91 0
-610 311 -445 0
456 267 -514 0
57 666 144 0
559 -576 -686 0
-39 -231 -229 0
-588 282 -319 0
-253 -631 385 0
-590 -375 86 0
608 587 -399 0
259 -563 -486 0
-396 26 124 0
196 444 11 0
-98 680 -223 0
-426 -582 462 0
-270 491 187 0
-573 669 -254 0
-19 167 -362 0
-273 -208 -289 0
-606 257 -222 0
-663 -123 8 0
-40 113 54 0
302 133 116 0
-367 468 474 0
334 -171 336 0
57 -281 -588 0
32 -314 -525 0
451 690 -658 0
-476 -6 637 0
24 199 468 0
-566 -251 293 0
-285 537 -257 0
-190 67 -318 0
402 378 345 0
-391 -679 -220 0
-152 -247 -33 0
-175 509 631 0
488 570 -374 0
-213 -169 545 0
-7 -112 694 0
214 502 -61 0
-680 -600 -626 0
-199 -229 417 0
527 321 -579 0
565 197 587 0
110 115 642 0
-342 -108 459 0
110 -310 -228 0
-3 124 181 0
485 88 -393 0
23 102 306 0
-248 685 -275 0
189 -680 -89 0
-277 41 -72 0
-52 582 -254 0
-380 -189 684 0
91 93 -18 0
407 343 -544 0
77 -120 -336 0
-485 -219 363 0
163 361 -403 0
113 -246 -330 0
539 -551 7 0
585 -670 -143 0
-429 103 -567 0
153 126 -643 0
230 -544 107 0
-185 312 -258 0
216 -198 420 0
385 76 466 0
-347 -244 -290 0
33 -212 68 0
355 636 -487 0
299 -474 -361 0
-18 -360 -566 0
-212 651 345 0
618 -288 -564 0
-353 -393 -628 0
418 558 -79 0
-292 270 253 0
-564 213 569 0
-69 -506 160 0
17 -338 325 0
364 260 459 0
106 460 289 0
-474 -242 637 0
-623 242 -466 0
93 104 -417 0
690 -56 120 0
36 -191 -203 0
200 342 429 0
-15 690 -185 0
82 -476 398 0
-84 536 361 0
604 -558 -535 0
122 121 -583 0
189 281 -365 0
280 224 -616 0
-63 -348 -385 0
-647 -689 -261 0
-542 -500 -424 0
653 557 96 0
695 -151 487 0
256 -364 -479 0
-562 -51 -370 0
-429 7 186 0
-280 524 63 0
55 -308 -569 0
569 588 -5 0
145 -158 -257 0
-647 -97 119 0
-475 -427 -288 0
-505 13 -548 0
257 -337 -364 0
163 -462 88 0
356 518 574 0
630 516 350 0
-186 -617 -683 0
526 -449 -660 0
421 -686 302 0
272 -530 -368 0
465 -526 116 0
-102 133 78 0
178 -456 124 0
-36 15 -468 0
440 94 -229 0
480 -462 359 0
-681 270 629 0
527 -65 615 0
-434 59 -169 0
164 -128 -363 0
-317 616 381 0
277 -25 543 0
184 -221 -255 0
455 -298 92 0
-315 -408 517 0
630 271 695 0
471 -689 -358 0
-542 297 461 0
-76 43 672 0
-403 515 -487 0
511 108 -430 0
-429 -132 430 0
369 -154 597 0
226 519 -545 0
-552 -32 -655 0
3 166 681 0
-36 146 408 0
-262 -336 -274 0
374 6 -98 0
-348 438 141 0
102 10 -471 0
-229 459 -664 0
-114 -438 -12 0
-627 177 272 0
-571 655 -89 0
587 351 -150 0
-253 -398 -278 0
582 -189 370 0
150 493 654 0
37 -644 -52 0
-141 536 -76 0
12 467 -199 0
412 68 -648 0
-565 -540 -293 0
152 -231 207 0
292 -693 -142 0
-661 -385 265 0
660 -183 -362 0
-302 -650 -71 0
-696 379 240 0
-162 -349 -414 0
-666 -12 -349 0
-185 -325 -652 0
-663 426 -541 0
570 -144 -460 0
-109 -361 437 0
-301 226 -645 0
9 444 547 0
387 591 -562 0
-96 -349 115 0
-520 355 -309 0
-694 -482 -124 0
-171 -53 337 0
-261 -533 -438 0
161 154 -446 0
-351 88 474 0
416 -450 528 0
486 -34 -384 0
387 -549 415 0
152 522 649 0
-664 669 44 0
560 416 671 0
269 686 -530 0
-247 131 144 0
-573 306 -565 0
-347 -666 -233 0
-544 485 -436 0
-231 -394 -537 0
-52 367 -273 0
565 161 370 0
174 -675 274 0
196 548 696 0
279 67 -240 0
618 597 -20 0
661 478 639 0
624 59 105 0
19 688 611 0
346 -116 -605 0
-388 -538 -233 0
504 190 636 0
658 615 402 0
-622 554 -121 0
-153 -236 -394 0
416 317 -361 0
125 -427 -65 0
-146 556 -677 0
-694 64 29 0
66 362 -283 0
-515 -331 550 0
-525 162 585 0
399 -86 -191 0
512 -307 47 0
385 -514 -295 0
342 445 -536 0
426 372 424 0
-578 381 -166 0
-501 504 302 0
331 548 671 0
674 -605 -292 0
-123 -583 388 0
185 -649 -603 0
-23 424 -322 0
644 -73 135 0
77 -464 174 0
-426 416 -462 0
-393 -164 -340 0
279 -208 270 0
608 -110 44 0
-166 212 -595 0
585 201 -276 0
-552 521 -122 0
168 414 640 0
262 169 454 0
239 624 -419 0
-317 -165 -25 0
32 281 -424 0
679 400 -537 0
328 195 203 0
-637 -593 -115 0
537 -302 683 0
352 564 -511 0
-109 -205 -548 0
-347 322 203 0
87 615 415 0
2 301 -308 0
656 -492 8 0
-114 -317 460 0
-342 684 202 0
-49 272 -461 0
677 -364 -232 0
452 -582 -328 0
-283 275 -657 0
350 287 65 0
392 26 -27 0
-421 -192 -423 0
-233 -434 304 0
595 11 -409 0
-485 -269 346 0
532 625 690 0
-268 320 21 0
-487 -371 137 0
-395 50 -482 0
219 -375 -556 0
-400 -92 -42 0
381 -64 -291 0
426 119 -58 0
-614 551 684 0
451 -264 430 0
490 -418 663 0
109 21 -222 0
88 -684 -441 0
121 661 -103 0
617 120 -655 0
224 -343 -406 0
699 -176 -126 0
442 210 14 0
280 -678 -275 0
668 520 -444 0
69 -24 575 0
-361 667 522 0
118 -409 -357 0
-675 543 368 0
-635 -299 141 0
-150 -391 323 0
253 271 -24 0
-175 -115 28 0
43 490 169 0
-590 -229 -1 0
163 -586 569 0
246 11 431 0
-342 307 -369 0
-472 -256 -33 0
568 115 -60 0
-474 -182 66 0
430 -128 -383 0
-670 218 132 0
535 467 -450 0
455 337 -298 0
515 359 290 0
-214 -459 632 0
-265 -238 579 0
-159 -590 116 0
-569 -163 475 0
522 -126 392 0
-105 -660 525 0
-299 -452 -645 0
287 -252 -551 0
-190 616 -479 0
259 -199 416 0
-96 -521 -62 0
682 647 -179 0
-328 -10 -226 0
315 237 -317 0
228 -442 -476 0
-690 564 596 0
686 -689 236 0
-349 -446 297 0
-63 655 -513 0
-312 386 -409 0
-342 265 560 0
305 -698 -337 0
-520 -6 550 0
-415 -124 56 0
-528 -206 349 0
515 228 526 0
-280 333 -513 0
182 342 -550 0
640 633 239 0
-31 229 694 0
84 343 -311 0
-187 -375 584 0
651 -196 -510 0
145 -688 429 0
533 -436 -213 0
564 -200 390 0
179 -648 -160 0
71 171 487 0
-453 59 -304 0
-568 -567 410 0
224 500 -121 0
-454 240 628 0
435 642 223 0
-575 250 -313 0
-315 669 -352 0
573 499 264 0
334 204 -2 0
-55 -482 -662 0
-186 -513 298 0
-399 -127 348 0
-576 -149 -99 0
339 -186 341 0
-571 118 520 0
-410 218 540 0
-691 -10 -547 0
394 -140 445 0
661 4 472 0
-586 -399 -354 0
-82 -127 700 0
58 -527 -359 0
-335 -700 353 0
231 -294 58 0
-266 35 -500 0
152 323 -245 0
-314 -680 264 0
198 489 507 0
-670 -8 417 0
-433 -608 377 0
-40 650 588 0
447 -664 -393 0
265 -21 667 0
474 -366 224 0
-296 435 -262 0
312 -471 41 0
428 -390 -312 0
-233 -51 -628 0
633 -510 -493 0
545 182 -451 0
-101 -47 641 0
-617 511 16 0
-248 143 69 0
-257 101 -510 0
13 635 515 0
-606 -356 -474 0
-441 -18 -385 0
47 -169 -380 0
560 498 -699 0
-464 315 73 0
-322 336 -696 0
-439 158 -86 0
263 87 322 0
533 -382 606 0
-249 -6 -578 0
368 -682 302 0
510 286 637 0
475 -63 682 0
-296 -530 327 0
430 -342 278 0
-164 -194 74 0
-578 -603 -231 0
-111 320 39 0
649 -375 -400 0
-32 -515 308 0
-206 -384 -454 0
466 -361 684 0
594 445 -420 0
648 291 -243 0
76 -688 234 0
233 -302 147 0
282 -269 612 0
46 501 396 0
-414 164 -404 0
537 471 -378 0
-231 190 436 0
-512 290 208 0
157 541 193 0
485 -199 284 0
636 -92 -264 0
-225 514 562 0
233 88 414 0
-311 124 -40 0
431 323 237 0
-625 35 96 0
-446 143 -261 0
-519 447 -418 0
602 206 -340 0
191 -228 87 0
-167 142 -330 0
-290 263 -534 0
608 361 366 0
-285 621 -699 0
-242 163 -10 0
588 25 630 0
-694 437 -239 0
528 -408 487 0
692 -298 362 0
-246 518 -103 0
513 -551 58 0
598 -246 -212 0
385 -401 578 0
107 -504 554 0
205 53 -284 0
-88 11 -431 0
-413 89 209 0
-23 664 239 0
-624 220 -129 0
37 -600 -5 0
-93 -46 -355 0
-109 -262 -232 0
-622 617 57 0
-666 305 -177 0
99 477 -642 0
365 97 -321 0
-131 167 -18 0
440 520 -19 0
27 -624 413 0
-441 -617 -557 0
-332 -80 323 0
-640 83 251 0
-410 -208 -82 0
-453 -409 -558 0
-74 82 689 0
690 387 574 0
200 660 693 0
-79 681 382 0
-344 307 -15 0
-35 300 350 0
-632 -165 -497 0
-209 514 -465 0
15 -279 36 0
-285 52 660 0
-189 -16 -695 0
-486 -430 104 0
626 -303 660 0
614 -124 -66 0
-281 -255 -263 0
-135 436 333 0
-293 -272 130 0
-79 -691 -251 0
592 -252 -505 0
658 -62 -617 0
-225 432 451 0
272 84 -161 0
664 210 -604 0
141 458 -472 0
-331 -245 -38 0
-92 -523 -645 0
-657 581 45 0
186 111 -56 0
527 129 54 0
-72 66 -312 0
-349 67 206 0
-142 -343 56 0
-295 -217 -237 0
-36 -55 315 0
-393 -383 -318 0
354 152 626 0
472 -27 89 0
562 487 348 0
342 218 391 0
423 -471 -239 0
668 518 80 0
-236 -233 680 0
-167 -361 -79 0
-603 -112 -271 0
471 203 677 0
-309 -87 369 0
-61 -569 603 0
628 500 315 0
-316 196 -384 0
338 652 -588 0
54 33 -324 0
228 506 406 0
109 316 -128 0
-515 -380 -566 0
538 -287 -485 0
-113 404 296 0
171 254 617 0
-621 -646 472 0
426 -430 -360 0
-206 351 -661 0
-142 -286 -319 0
-625 -613 659 0
-581 -639 93 0
592 -695 33 0
-480 -159 -249 0
-149 83 -543 0
-561 61 645 0
-489 -122 201 0
317 -302 333 0
-117 515 10 0
569 480 -178 0
114 280 455 0
-676 -686 -224 0
-111 651 4 0
365 -98 -538 0
558 197 -313 0
193 -447 337 0
387 662 560 0
-131 534 -94 0
104 -388 524 0
-560 -658 623 0
-152 539 473 0
560 229 -334 0
-171 -653 71 0
451 120 -402 0
-171 -392 -619 0
-65 -396 -488 0
442 235 -193 0
613 -150 -428 0
339 -412 -193 0
237 700 292 0
-535 470 -65 0
-339 576 -585 0
-220 -39 139 0
-375 -569 -106 0
-656 -554 -521 0
236 -427 690 0
664 -62 -48 0
-248 -556 401 0
-156 -59 616 0
616 455 53 0
-630 -488 580 0
-192 -2 -299 0
-428 -43 27 0
499 -379 57 0
445 -491 325 0
-106 -443 -543 0
574 135 -381 0
453 -449 558 0
572 -642 232 0
71 373 332 0
105 -188 -63 0
-190 -332 -436 0
-283 -681 611 0
-190 669 -310 0
277 617 -236 0
123 131 20 0
358 60 475 0
-672 632 62 0
107 197 -71 0
673 -664 -508 0
-221 -472 -438 0
-73 49 -488 0
653 552 -307 0
562 -634 -274 0
362 -507 -459 0
-229 -381 402 0
-37 -424 -639 0
-407 547 -515 0
-110 -424 -272 0
-665 194 -339 0
319 675 -403 0
679 -155 -283 0
-306 -499 -464 0
297 -348 -236 0
-98 -413 -586 0
612 -606 -354 0
199 609 -684 0
501 -536 -27 0
218 -275 97 0
350 -36 -366 0
582 268 599 0
-210 -619 -620 0
15 -78 -58 0
-570 355 -210 0
-557 279 600 0
-572 305 216 0
-156 34 74 0
-438 654 -99 0
-674 357 666 0
-648 389 -78 0
613 -288 292 0
-229 541 -402 0
-567 53 655 0
65 -166 294 0
115 -187 -529 0
