c A permuted SAT Competition 2007 formula with seed=557025447
p cnf 700 3500
-237 518 -259 0
-439 -367 -659 0
-445 537 -223 0
-496 -5 -547 0
453 -469 -198 0
501 -178 466 0
285 -310 -33 0
-385 -610 428 0
-394 -35 -632 0
305 -391 -514 0
643 -12 -525 0
-640 622 513 0
-509 -429 -320 0
477 369 -255 0
647 433 168 0
405 166 320 0
657 -68 125 0
111 -152 630 0
-35 -205 -458 0
-173 253 351 0
-120 315 -634 0
185 580 558 0
-89 -530 -508 0
134 -133 513 0
-235 74 636 0
582 314 -317 0
138 -328 -145 0
-384 528 251 0
694 -164 -234 0
-664 -619 267 0
328 -385 -179 0
594 334 -74 0
-90 -616 -23 0
324 -292 -447 0
546 210 -340 0
640 -194 92 0
-278 380 -422 0
-352 -45 -593 0
271 425 629 0
687 -448 405 0
-377 194 -295 0
93 -86 653 0
-381 -588 250 0
230 201 627 0
-131 626 550 0
-541 61 -220 0
-631 384 -527 0
31 331 586 0
328 -504 668 0
-669 334 -201 0
-105 622 -223 0
563 -336 -3 0
-618 536 406 0
-55 545 215 0
-434 -253 -252 0
61 -527 -467 0
-633 -29 179 0
670 -83 38 0
-271 420 -226 0
287 483 -556 0
-37 467 92 0
-462 120 470 0
540 91 542 0
372 653 250 0
1 -555 -52 0
-411 -664 255 0
438 -70 -643 0
-194 308 -279 0
413 -531 -182 0
-221 -231 668 0
-76 -677 -385 0
371 427 207 0
-520 -130 135 0
684 -492 -55 0
-651 660 -32 0
317 18 671 0
586 -311 120 0
-508 -519 640 0
378 130 -287 0
384 -419 662 0
-143 559 -2 0
-367 488 555 0
-156 -463 644 0
-149 190 -532 0
-517 368 -609 0
558 223 -156 0
73 308 -637 0
180 -160 640 0
692 177 369 0
171 359 285 0
408 507 -134 0
612 -481 100 0
-626 51 491 0
157 239 497 0
691 419 -482 0
115 78 -434 0
620 419 -309 0
522 322 -269 0
603 485 -597 0
-342 137 -410 0
-623 598 39 0
-60 72 -509 0
-420 -551 -59 0
362 -344 -57 0
477 537 369 0
-488 16 -426 0
-333 -88 -263 0
-616 -144 -464 0
551 161 34 0
-658 375 -352 0
59 -628 94 0
-88 -212 -403 0
-506 -314 100 0
-134 65 48 0
-167 170 299 0
-484 -36 78 0
-281 393 -349 0
358 89 -80 0
14 -489 -218 0
-443 -234 -285 0
-234 143 -574 0
473 217 668 0
46 80 612 0
250 374 -547 0
435 58 611 0
-98 215 -246 0
463 -460 -266 0
289 585 332 0
-509 -371 -235 0
-60 -528 195 0
-549 -477 -202 0
233 198 -44 0
-229 132 -509 0
-603 -489 358 0
391 -36 -331 0
679 695 -472 0
568 240 472 0
-13 -641 -36 0
-452 685 -601 0
-621 -113 462 0
-384 593 -89 0
516 694 107 0
209 225 -179 0
-174 -64 -482 0
405 361 -246 0
-322 -655 -294 0
-205 -526 210 0
472 130 -571 0
-470 560 148 0
-372 -161 67 0
-3 236 -141 0
613 -414 699 0
287 -620 -50 0
126 520 -74 0
-289 281 193 0
-459 298 17 0
-257 -232 314 0
525 180 358 0
-193 -40 528 0
692 19 -636 0
305 -72 290 0
457 -331 -324 0
-652 -268 352 0
402 227 375 0
452 -288 -355 0
270 -454 -517 0
-26 631 -173 0
580 -198 -586 0
-633 -512 50 0
607 -543 -225 0
365 463 -393 0
321 454 -129 0
-532 -662 -472 0
-464 -367 6 0
-647 -310 -684 0
-314 242 -390 0
224 -116 -57 0
-215 120 -45 0
-486 514 42 0
-8 459 457 0
-390 -96 -630 0
-547 366 -359 0
528 436 194 0
-319 447 206 0
-375 449 -490 0
134 305 -354 0
-301 607 148 0
-699 -302 143 0
-227 116 -579 0
-132 -654 -421 0
-391 -122 507 0
531 599 -1 0
-23 190 601 0
-573 -112 644 0
-189 33 -238 0
140 463 590 0
141 -650 -663 0
179 476 -271 0
374 -282 63 0
381 -486 -308 0
-588 -234 -230 0
449 567 146 0
240 249 -394 0
-240 509 -157 0
3 -564 -673 0
418 591 -7 0
-50 98 -313 0
682 280 407 0
-151 415 -316 0
-280 -626 -15 0
631 -128 276 0
-243 209 -265 0
189 -363 696 0
-584 449 189 0
-479 -371 -297 0
471 160 -485 0
-284 -9 -589 0
280 625 194 0
694 411 -44 0
478 444 -599 0
-517 419 -146 0
-642 428 112 0
175 523 -521 0
519 465 -408 0
-244 -497 -669 0
-372 507 -694 0
66 668 397 0
-163 -437 -170 0
628 -641 450 0
-511 560 419 0
-550 277 677 0
217 -496 -91 0
-465 505 436 0
-480 -596 -487 0
699 -670 183 0
491 457 -52 0
86 -186 480 0
-81 -573 240 0
461 -673 -79 0
429 -543 519 0
-404 690 351 0
-314 670 -168 0
-273 249 394 0
-443 146 -462 0
668 -315 109 0
-603 -306 -275 0
397 -19 -184 0
-35 -158 435 0
-363 -342 196 0
679 572 -201 0
432 -264 -39 0
-580 504 -285 0
-403 -369 28 0
163 -607 488 0
341 655 -606 0
-630 133 -455 0
546 597 -76 0
-551 283 19 0
356 -415 -513 0
-106 94 -303 0
534 -497 6 0
390 18 -398 0
-212 475 -308 0
-318 116 226 0
594 255 -558 0
167 -643 -659 0
256 117 -141 0
591 -317 617 0
-30 655 -640 0
-590 380 -376 0
16 156 -640 0
335 -407 230 0
-650 288 -92 0
-49 331 494 0
614 -676 -256 0
438 527 443 0
390 603 -354 0
170 435 283 0
-164 405 410 0
-111 -34 312 0
280 -468 632 0
313 284 592 0
95 297 -413 0
524 -229 647 0
-197 -235 238 0
-367 -644 -619 0
-614 -65 -452 0
-122 -541 24 0
467 284 -664 0
-512 -259 352 0
603 125 -327 0
597 476 422 0
625 -697 -698 0
-480 479 -376 0
-643 -207 -284 0
-586 432 359 0
-614 283 -105 0
205 -30 -279 0
-652 -511 358 0
367 -21 692 0
-89 -546 -79 0
-498 666 222 0
-45 -605 -196 0
333 337 142 0
-559 208 318 0
-626 -326 697 0
-644 -497 -187 0
-649 182 -294 0
50 -667 -391 0
472 -395 256 0
-85 -303 362 0
447 -675 -185 0
-117 -635 -473 0
-89 177 147 0
-42 420 -197 0
-258 -225 125 0
-336 575 -478 0
-590 414 104 0
429 -225 32 0
-188 -398 -84 0
330 -293 -248 0
689 250 -355 0
546 -459 58 0
205 320 -184 0
-494 273 600 0
-231 645 -153 0
417 -191 81 0
-529 494 302 0
633 482 -308 0
-298 24 699 0
-159 -199 59 0
243 45 132 0
-152 -445 634 0
-60 467 -545 0
505 50 -614 0
-123 271 677 0
547 74 -410 0
266 516 -209 0
217 -79 -178 0
76 132 21 0
-85 194 -605 0
-88 532 -340 0
68 144 -28 0
-543 -185 -488 0
204 -541 468 0
158 -607 -90 0
-256 430 342 0
561 -412 30 0
25 327 429 0
-591 190 44 0
69 -303 -606 0
-671 -317 394 0
-226 599 -562 0
599 -555 -572 0
598 578 -35 0
-290 -669 200 0
109 647 353 0
-631 60 402 0
92 -675 325 0
-575 491 -582 0
-146 -257 -593 0
-266 670 -684 0
-461 534 -462 0
92 266 656 0
693 75 -381 0
691 203 119 0
644 -617 669 0
651 484 -213 0
405 105 138 0
270 -161 346 0
-313 -329 441 0
-118 38 -685 0
398 111 375 0
-90 -541 -180 0
-587 -364 -303 0
-379 -453 -620 0
262 -315 -69 0
613 -558 241 0
-228 -118 -137 0
53 -463 -621 0
539 52 -143 0
-613 -602 529 0
422 437 -3 0
-283 -294 -31 0
-398 5 399 0
-21 576 604 0
301 -304 405 0
-683 -163 -543 0
-145 -129 -307 0
600 -568 -301 0
677 -104 467 0
187 -275 441 0
641 -35 216 0
612 581 265 0
181 647 575 0
35 -123 -390 0
-274 -409 341 0
342 134 146 0
300 516 363 0
-598 682 -609 0
-86 -21 -302 0
632 -357 -378 0
296 -446 88 0
-547 -426 -682 0
-526 -346 215 0
580 66 493 0
107 275 490 0
-56 693 -671 0
125 570 406 0
193 -683 -494 0
-63 477 37 0
-310 -629 -188 0
279 -80 257 0
272 -179 343 0
385 -171 -274 0
102 -187 471 0
87 4 127 0
176 -573 93 0
-471 567 -331 0
520 -539 -147 0
613 -494 -691 0
127 403 -383 0
-58 -10 -11 0
-246 451 125 0
529 390 -579 0
-177 24 -353 0
-483 640 -490 0
-192 511 635 0
-72 -74 30 0
-162 425 138 0
-87 421 -529 0
119 146 -684 0
-107 -250 255 0
-91 595 284 0
690 -591 -50 0
568 253 -372 0
-376 -409 476 0
297 263 529 0
-202 443 626 0
644 15 -95 0
-379 -672 -330 0
-460 580 34 0
-493 248 145 0
326 -637 -274 0
-411 -147 -663 0
-363 -353 -272 0
-447 436 356 0
-499 -216 -493 0
-695 615 418 0
-277 -320 -247 0
-279 435 218 0
-106 -427 300 0
-540 -668 -23 0
-111 -347 -622 0
69 448 -592 0
507 -501 568 0
-27 237 -158 0
527 123 -403 0
282 664 -412 0
132 367 -211 0
-533 -578 -257 0
-625 608 -579 0
609 -410 -246 0
-322 -337 151 0
-320 532 53 0
-36 175 -580 0
225 545 -399 0
185 -473 527 0
322 600 -458 0
-416 425 -345 0
636 148 -420 0
351 -19 -222 0
36 432 -273 0
-98 -200 -618 0
-44 415 -662 0
170 26 597 0
-269 -608 319 0
242 -540 123 0
514 -204 6 0
-672 -387 -199 0
67 -387 -492 0
-325 -105 -76 0
-184 -503 623 0
458 345 427 0
-257 1 -451 0
-270 538 -113 0
-140 693 113 0
20 -324 -401 0
269 -549 368 0
309 379 -10 0
281 453 80 0
525 -161 92 0
-448 435 229 0
95 -306 592 0
-74 -182 -215 0
700 508 344 0
669 205 -689 0
-363 243 -544 0
-302 -258 -169 0
525 -570 -553 0
254 93 -378 0
15 -547 392 0
-361 -603 10 0
-21 -505 -466 0
-460 -532 -288 0
682 -558 -663 0
144 647 -376 0
-528 581 399 0
373 393 419 0
-692 677 680 0
639 223 -471 0
264 510 673 0
427 32 -360 0
-287 34 -376 0
675 213 182 0
-531 -642 4 0
598 369 -154 0
279 -124 263 0
458 -452 -36 0
275 690 163 0
591 -68 30 0
-609 585 44 0
-310 -470 -87 0
-433 -444 468 0
355 -180 481 0
-298 -606 -185 0
-328 651 144 0
-301 -59 33 0
131 -175 235 0
-52 304 493 0
-470 -387 370 0
210 -366 -158 0
-43 -225 -352 0
-627 117 -662 0
-661 361 415 0
-461 -529 687 0
-470 314 -612 0
-458 517 348 0
37 -276 -251 0
-418 81 164 0
326 371 -136 0
-302 385 -207 0
351 -131 -344 0
-14 401 -552 0
243 -69 377 0
-598 154 487 0
98 241 -158 0
595 -438 -192 0
474 597 417 0
-520 -357 185 0
-539 -470 165 0
449 -81 684 0
477 103 -6 0
46 550 137 0
392 597 -458 0
-10 -648 -37 0
-649 -254 -630 0
291 199 -223 0
566 -368 -686 0
-339 611 -453 0
-513 -254 377 0
-347 -642 226 0
410 449 -319 0
-649 578 200 0
291 466 536 0
242 -592 305 0
548 578 -417 0
-234 -211 -394 0
360 -168 628 0
120 540 -474 0
-165 -87 -144 0
-252 616 -415 0
-633 -365 -187 0
608 599 -433 0
-503 7 -491 0
-226 56 694 0
-667 337 700 0
-373 -270 -430 0
600 -355 617 0
469 -310 387 0
-591 -137 399 0
337 53 412 0
-305 344 -238 0
248 356 321 0
-410 -197 -481 0
560 186 -513 0
662 21 -602 0
374 503 452 0
-234 -535 -597 0
455 -56 -281 0
-145 393 -238 0
514 666 23 0
-543 26 -165 0
-94 -647 494 0
369 592 -173 0
-102 -356 211 0
-151 510 -133 0
431 -219 176 0
-30 -226 91 0
623 182 -498 0
-9 -518 321 0
68 305 117 0
-98 -86 399 0
-431 -179 -100 0
366 -503 103 0
-426 -404 -605 0
-526 176 692 0
96 277 543 0
333 244 56 0
91 -8 302 0
460 562 -581 0
198 508 -343 0
163 593 -204 0
-148 241 75 0
492 -451 545 0
-640 464 -267 0
-46 -458 -338 0
-24 70 -509 0
215 261 617 0
-667 -224 -353 0
-172 91 646 0
-597 -700 536 0
-68 464 392 0
-467 377 227 0
534 -165 -521 0
20 311 -568 0
617 -209 390 0
-676 472 -198 0
-242 594 633 0
-642 352 -107 0
682 -40 -5 0
363 87 -229 0
441 383 -615 0
-86 -669 -285 0
-448 -569 334 0
626 240 114 0
-516 682 -169 0
-670 -198 -413 0
-113 -451 355 0
84 -481 198 0
95 -339 -382 0
-359 -413 506 0
483 -235 662 0
164 -405 -188 0
541 -476 678 0
592 697 -53 0
42 -260 288 0
574 -41 -254 0
627 -524 378 0
-360 604 361 0
-589 106 78 0
-379 599 -487 0
670 529 -92 0
-565 485 356 0
130 -265 -302 0
-80 212 -478 0
-622 255 96 0
-441 453 -542 0
696 360 604 0
121 -546 -178 0
341 -83 -156 0
-588 -313 448 0
479 222 -54 0
402 131 -516 0
-428 -290 -4 0
-263 239 -687 0
501 -387 -364 0
-7 -621 269 0
317 653 159 0
-193 -365 200 0
492 214 633 0
-173 580 539 0
-195 -129 -130 0
-131 -29 -224 0
198 326 93 0
205 376 195 0
408 231 368 0
608 -571 -197 0
506 527 92 0
151 -94 585 0
-520 556 -151 0
-8 359 -314 0
-336 -14 -622 0
-24 246 -665 0
-167 -404 105 0
571 -328 156 0
643 -133 -564 0
-616 -351 -565 0
643 -262 -474 0
-409 522 -243 0
-416 264 685 0
142 247 -523 0
-468 -617 -681 0
-242 -84 -171 0
-214 -564 433 0
-110 219 519 0
181 -637 27 0
586 537 654 0
109 245 -659 0
-329 -643 220 0
35 442 338 0
-40 -577 104 0
598 284 -35 0
294 -283 -153 0
-389 -512 -448 0
-205 597 578 0
-566 632 160 0
-203 -678 -11 0
581 612 142 0
662 -65 -363 0
-258 -469 404 0
665 445 82 0
-227 -76 429 0
373 -203 593 0
321 322 168 0
359 -471 -112 0
-388 429 -238 0
178 -432 530 0
-495 -150 131 0
459 -147 -394 0
684 666 -106 0
-513 -368 -62 0
417 337 140 0
-113 -293 -120 0
636 75 341 0
63 -362 21 0
-208 385 309 0
-35 -87 119 0
-141 -103 68 0
-217 254 68 0
-345 295 -634 0
57 669 93 0
434 451 -446 0
-290 469 -32 0
-286 516 398 0
-42 615 275 0
-73 -516 -375 0
-639 81 -127 0
30 111 -294 0
643 113 -347 0
-693 -248 262 0
243 195 132 0
-189 -428 638 0
581 47 460 0
-260 633 -353 0
54 -290 -581 0
-508 -180 236 0
-289 559 -654 0
352 113 -442 0
164 -427 352 0
-616 619 7 0
274 -85 -311 0
177 -126 457 0
-194 -27 438 0
636 -480 8 0
526 -576 -209 0
-301 -94 209 0
698 325 -447 0
-111 -5 -391 0
-313 -392 77 0
265 360 340 0
219 -440 -273 0
-561 -157 486 0
-101 -616 307 0
-18 -119 -284 0
-154 630 573 0
413 -569 -327 0
28 -409 -15 0
508 -526 665 0
-364 181 206 0
340 -77 129 0
-192 338 -569 0
120 -556 -372 0
-627 316 -357 0
688 53 -422 0
-172 -90 72 0
-184 -478 -162 0
-638 481 282 0
201 -368 527 0
-94 440 -657 0
211 313 20 0
-525 249 -536 0
51 530 522 0
610 360 -76 0
-292 420 397 0
-229 637 -161 0
-606 80 -198 0
510 -136 402 0
-604 -522 -649 0
481 -356 -399 0
-162 690 -360 0
25 -305 383 0
97 26 -194 0
247 -286 465 0
-634 636 -156 0
-580 -187 -237 0
-62 -146 190 0
-691 -428 6 0
-435 -82 -515 0
-453 -38 -285 0
-291 226 -195 0
-503 -606 25 0
166 694 685 0
-355 -395 -279 0
520 563 437 0
-375 -678 -56 0
14 -435 -144 0
286 -428 345 0
624 -331 76 0
670 -408 -25 0
-341 -270 -34 0
557 107 264 0
-495 -360 -453 0
-619 205 -612 0
526 -583 -641 0
-629 -154 -278 0
-334 -328 -122 0
-492 584 -352 0
518 -92 451 0
205 107 48 0
251 242 -124 0
-535 477 647 0
-257 563 -654 0
-384 592 -661 0
320 276 447 0
269 -111 -83 0
-292 643 6 0
625 -655 241 0
-618 277 339 0
510 92 312 0
-198 -571 -550 0
-646 -57 577 0
-170 -338 250 0
276 56 -493 0
-622 474 30 0
-459 700 -357 0
518 607 400 0
680 -390 294 0
-554 -100 179 0
-409 -198 578 0
-107 543 609 0
622 594 -589 0
556 651 -86 0
-164 76 440 0
-500 -267 -662 0
-512 173 -215 0
149 -694 -601 0
-348 -581 -191 0
-193 380 81 0
176 146 -206 0
-649 -570 -204 0
-271 316 135 0
679 434 368 0
109 399 412 0
-263 -694 -11 0
-500 -272 152 0
523 -492 -191 0
83 -621 -185 0
108 -262 593 0
218 -70 -541 0
-668 399 643 0
-613 252 44 0
-303 94 625 0
-570 -291 596 0
622 44 -691 0
434 78 -207 0
-169 206 465 0
-89 -615 -123 0
660 -107 -470 0
-78 180 450 0
594 -471 208 0
572 -173 -679 0
79 -211 -626 0
99 -413 -547 0
329 -657 55 0
-462 192 -391 0
391 -344 -393 0
-477 446 174 0
192 61 24 0
453 512 49 0
-234 75 498 0
-573 -660 576 0
-432 -27 6 0
479 -642 -232 0
-265 -480 -54 0
188 146 149 0
673 487 497 0
-21 -383 -220 0
421 557 -117 0
384 -358 158 0
112 438 680 0
-158 -591 -506 0
-269 -650 273 0
-448 96 -514 0
53 -13 330 0
-209 529 -7 0
449 -556 137 0
-370 -289 162 0
322 277 -325 0
-184 -353 -246 0
-334 -392 -579 0
621 82 -656 0
375 535 -123 0
481 -500 215 0
-30 112 -248 0
237 589 623 0
227 616 -419 0
-339 422 -560 0
431 -234 258 0
294 247 -379 0
-37 -563 -637 0
-317 -162 580 0
-593 -517 569 0
-314 44 148 0
-599 266 -425 0
-632 134 678 0
-44 94 647 0
498 -335 -481 0
124 276 593 0
-342 689 -163 0
155 478 445 0
-573 -635 -607 0
-446 612 -307 0
692 444 -205 0
35 -648 45 0
-223 215 -480 0
-132 -489 203 0
-590 448 331 0
-700 -163 -91 0
579 -458 -454 0
540 80 572 0
-171 -483 -433 0
72 -46 -428 0
672 339 167 0
573 -252 -26 0
-449 538 -130 0
-662 551 141 0
299 675 -290 0
-450 646 -361 0
-228 -244 -563 0
640 -656 642 0
452 9 -83 0
3 304 419 0
-591 -508 -583 0
269 78 -584 0
538 -20 -60 0
50 -469 -61 0
-2 114 361 0
127 -18 643 0
619 -212 276 0
536 -386 74 0
-130 -383 88 0
-304 -105 -509 0
516 -579 -323 0
-197 511 298 0
435 -175 -345 0
398 -687 -195 0
214 -699 353 0
3 -110 691 0
554 -305 -572 0
-533 137 514 0
-599 -337 574 0
481 -629 -75 0
-525 668 600 0
-243 -539 -45 0
-570 -402 -44 0
697 129 285 0
101 340 -519 0
-225 -178 236 0
-450 550 -83 0
264 -15 -29 0
467 104 307 0
408 -129 572 0
-681 122 524 0
-565 -93 -341 0
-248 -264 309 0
-600 678 -203 0
343 533 -76 0
545 151 -263 0
-635 -501 99 0
-577 597 -276 0
-50 -107 -625 0
316 -113 224 0
466 -25 158 0
-433 589 212 0
-211 -422 -619 0
-359 -668 444 0
51 -231 -347 0
136 -231 -132 0
-454 -82 -257 0
28 -335 672 0
653 244 618 0
-650 439 527 0
-217 584 109 0
-15 -55 563 0
-627 -559 507 0
485 -475 -447 0
-696 157 104 0
-594 296 -617 0
699 -552 692 0
586 391 336 0
-223 142 540 0
-292 386 -167 0
51 -637 305 0
699 600 -316 0
-36 158 58 0
-193 106 344 0
272 -413 -559 0
128 625 49 0
301 26 -100 0
-638 490 -187 0
-632 -275 -295 0
666 -389 97 0
-568 687 81 0
-262 555 361 0
-5 491 -653 0
408 364 -167 0
-295 353 -182 0
-306 594 -93 0
-656 -497 65 0
-696 -264 519 0
266 8 37 0
210 -470 -166 0
-418 -147 520 0
467 -258 579 0
-190 -152 -563 0
-599 578 656 0
-2 421 503 0
-623 -653 262 0
594 319 -642 0
662 -556 -407 0
-230 -647 289 0
-523 -682 109 0
-131 453 -534 0
-557 319 -7 0
-491 -634 65 0
-446 -50 16 0
-547 319 548 0
-378 497 -136 0
-267 505 -607 0
166 -62 -301 0
-221 -446 348 0
-663 333 -193 0
344 -151 -683 0
-476 576 669 0
234 669 -400 0
-469 491 91 0
32 628 626 0
-574 -137 699 0
-338 538 -537 0
-493 573 -591 0
395 561 543 0
-120 -548 577 0
-83 -670 644 0
-258 -324 -679 0
371 400 -452 0
-119 691 -311 0
-176 -102 93 0
106 -499 -211 0
647 614 -505 0
231 -598 -218 0
-341 -24 -319 0
50 -622 412 0
-436 -542 493 0
49 399 -110 0
-580 661 84 0
454 -664 -344 0
-342 -551 -111 0
-37 144 465 0
-620 -481 -339 0
655 149 -514 0
168 551 624 0
-341 361 224 0
-294 687 -204 0
617 612 229 0
298 657 -26 0
-306 -414 430 0
-238 179 146 0
412 90 329 0
-335 -601 -155 0
-176 119 -403 0
237 -589 353 0
-196 -296 -323 0
136 -373 621 0
404 -272 301 0
319 208 -315 0
-197 586 188 0
-531 -20 309 0
283 -142 392 0
106 631 371 0
-636 58 -560 0
213 -678 -498 0
525 330 -230 0
-562 -605 438 0
-385 -75 -493 0
389 -443 -566 0
411 -641 389 0
-616 579 -366 0
-626 -375 -255 0
-160 -637 -568 0
499 248 436 0
356 189 379 0
251 416 -194 0
10 -250 -51 0
612 -672 -294 0
-681 526 -132 0
-160 -256 -162 0
-95 475 500 0
-667 42 -617 0
-145 -244 475 0
196 -397 582 0
350 473 228 0
646 549 540 0
-687 -468 330 0
-631 470 263 0
-690 415 203 0
-110 -126 -318 0
401 520 663 0
576 661 -421 0
367 387 200 0
-205 594 -521 0
-122 518 199 0
61 576 156 0
699 237 -348 0
-255 -319 -418 0
-363 596 -370 0
621 -666 181 0
216 57 -388 0
-46 397 -246 0
505 433 235 0
-347 526 -84 0
-142 655 -373 0
-214 463 -134 0
-626 -396 -7 0
-492 67 -143 0
-92 127 -657 0
245 -459 -128 0
-254 473 450 0
582 465 -142 0
135 72 493 0
-281 -384 -582 0
-378 -527 -134 0
405 204 455 0
685 -251 358 0
-350 479 -159 0
-61 -373 -366 0
-557 -159 -58 0
347 291 68 0
-194 -660 375 0
-539 -669 531 0
-252 265 159 0
-567 89 498 0
695 461 -96 0
426 -644 419 0
-512 85 89 0
-486 -118 -281 0
187 -84 -519 0
156 1 109 0
-373 236 -383 0
377 599 180 0
580 -593 -350 0
548 -88 190 0
-311 -468 -633 0
28 72 -222 0
-37 231 7 0
-53 181 -70 0
-387 -425 -538 0
43 -155 88 0
501 562 -443 0
-458 341 520 0
389 685 254 0
415 18 348 0
453 588 566 0
-622 247 -583 0
-638 383 -81 0
-620 -151 -396 0
-203 357 -416 0
-246 -182 -539 0
-9 31 -562 0
-55 355 551 0
-638 526 -225 0
700 -7 -483 0
445 -394 136 0
-431 -693 -495 0
-210 -419 261 0
151 -4 -369 0
-176 -226 177 0
-393 -129 240 0
18 -15 -539 0
-556 -682 560 0
-640 -46 395 0
-643 578 366 0
-674 -13 -609 0
127 582 -599 0
469 105 -133 0
569 39 257 0
-104 634 417 0
-612 -28 66 0
8 -567 77 0
-475 -437 56 0
286 72 -162 0
-627 180 439 0
-676 252 671 0
-188 -521 -304 0
51 -153 -10 0
387 413 37 0
-109 -664 368 0
-353 -79 -374 0
200 325 -37 0
273 -106 -515 0
390 342 61 0
577 536 -274 0
251 511 -651 0
489 192 299 0
326 588 -113 0
-108 -383 198 0
-186 270 -456 0
-413 339 411 0
-302 591 644 0
332 693 73 0
-683 639 -565 0
413 411 668 0
-680 393 643 0
540 338 -252 0
444 -612 546 0
166 12 217 0
-344 -412 487 0
383 412 -538 0
269 260 319 0
648 609 287 0
-443 580 435 0
38 268 55 0
202 -508 500 0
-285 -175 673 0
634 613 526 0
117 -559 -468 0
-114 4 658 0
135 -527 -210 0
495 519 -221 0
118 -684 117 0
170 -95 534 0
-653 -79 61 0
44 264 -179 0
-339 -496 392 0
-368 -596 619 0
42 -228 -362 0
-91 98 95 0
405 -96 121 0
324 90 111 0
697 294 459 0
-183 199 374 0
143 24 -19 0
-88 114 -550 0
255 -88 605 0
514 -106 -497 0
459 -462 183 0
289 -250 -436 0
499 -158 577 0
-250 549 -645 0
-657 -200 -524 0
618 429 -224 0
-22 676 235 0
-357 -399 -562 0
195 -562 -145 0
-491 110 362 0
-621 -357 452 0
-519 -6 414 0
223 -242 -410 0
-615 339 356 0
288 -206 377 0
462 -118 -624 0
97 -592 163 0
-251 -605 -275 0
620 -527 247 0
252 40 333 0
541 -382 526 0
-582 590 528 0
106 -298 626 0
335 -290 -317 0
311 152 296 0
-6 -548 -16 0
113 -380 47 0
-626 -250 -686 0
-191 -354 -124 0
-589 134 -650 0
537 -203 -687 0
-73 -512 508 0
-545 139 544 0
-552 409 -462 0
-508 -93 219 0
-373 35 508 0
464 465 -352 0
