c SAT09-Contest Parameters: unif k=3 r=4.25 v=560 c=2380 seed=565763763
c Uniform UNKNOWN KSAT Instance k=3, nbc=2380, nbv=560, seed=565763763
p cnf 560 2380
-83 202 -444 0
415 -210 551 0
-487 -525 271 0
-435 -196 553 0
-330 313 -19 0
-213 -244 -46 0
535 -140 -447 0
249 -501 168 0
99 48 -168 0
449 141 354 0
-439 -261 -421 0
-250 -206 18 0
-520 -466 -480 0
110 -116 313 0
198 -219 -402 0
498 -20 -403 0
505 -275 481 0
-242 -559 -340 0
221 -498 47 0
-59 451 23 0
-290 -13 160 0
-189 507 -254 0
195 -308 83 0
112 536 -79 0
-299 267 414 0
482 250 -453 0
349 513 -543 0
162 -142 370 0
556 528 530 0
-553 183 457 0
-549 -181 -313 0
-87 -154 395 0
246 -314 466 0
53 45 -431 0
66 -282 123 0
-286 -557 -349 0
-539 -410 -475 0
-268 241 548 0
-145 -47 -60 0
202 -341 374 0
-101 14 -5 0
-406 238 115 0
499 -312 404 0
-326 -339 -176 0
-289 523 301 0
-533 -435 498 0
349 -422 39 0
177 -359 157 0
227 -191 -294 0
-403 -184 -91 0
-141 -325 49 0
-454 46 -423 0
293 62 -528 0
294 -141 199 0
-290 456 -406 0
397 49 -1 0
423 -495 -211 0
-552 -397 34 0
272 558 251 0
-286 -237 454 0
-168 -68 -451 0
314 -523 -221 0
-45 -115 266 0
-244 476 390 0
-437 -148 -297 0
196 -331 120 0
-332 -534 -121 0
-466 -407 -46 0
170 90 531 0
253 -34 -522 0
-441 234 421 0
-433 -226 -485 0
-41 -512 -411 0
560 287 -106 0
8 106 197 0
-371 224 289 0
-397 -276 -9 0
-409 -31 497 0
358 -462 -26 0
-342 -365 -75 0
513 -79 -490 0
261 529 -389 0
-177 26 37 0
89 -459 -478 0
-557 -517 146 0
362 -476 275 0
248 171 -512 0
-194 237 -336 0
182 -108 -414 0
-4 284 -212 0
550 -528 454 0
311 218 358 0
481 -298 211 0
430 497 472 0
-2 -201 435 0
-155 426 330 0
365 -461 -2 0
-192 -250 -79 0
3 293 -486 0
-289 -119 213 0
342 419 489 0
-528 -269 -315 0
-127 -191 436 0
277 -218 377 0
213 -70 -35 0
325 -89 25 0
-371 -310 -420 0
348 -10 -363 0
-248 -323 87 0
-48 244 -70 0
-399 96 -18 0
-504 -112 467 0
316 -518 -233 0
-211 398 -387 0
-112 223 551 0
75 127 316 0
-290 532 512 0
-372 -132 33 0
-88 -286 216 0
410 546 -123 0
-365 -366 367 0
-76 -381 -496 0
-485 39 -76 0
-422 -315 -88 0
259 -298 9 0
221 -57 -305 0
-147 519 -428 0
-299 -201 -410 0
-409 439 418 0
133 464 360 0
-290 286 45 0
-210 411 -159 0
62 -71 234 0
538 -191 244 0
382 164 246 0
-197 -543 -322 0
-513 219 -139 0
83 -274 462 0
-74 -29 -295 0
312 90 402 0
438 -311 521 0
448 44 278 0
-484 382 -514 0
145 -163 -290 0
-447 -14 -516 0
311 454 -253 0
-134 -328 246 0
360 -406 367 0
-465 385 124 0
523 157 -546 0
-391 -506 -358 0
138 -339 109 0
511 -194 -89 0
-155 510 59 0
-95 84 -558 0
-363 -366 113 0
506 94 156 0
-308 -109 463 0
501 190 -38 0
-524 270 -383 0
-117 96 -493 0
84 458 -163 0
-379 -161 -411 0
124 121 242 0
1 -290 -253 0
537 298 -291 0
280 -109 -552 0
-231 -181 -297 0
-455 383 174 0
-173 269 -444 0
14 331 -492 0
541 436 -388 0
360 -236 449 0
12 393 -359 0
-458 179 -433 0
-128 482 198 0
-520 64 268 0
261 509 47 0
468 181 -453 0
305 509 516 0
546 268 -542 0
321 83 336 0
-275 -417 532 0
60 -522 -180 0
218 204 -408 0
-548 243 302 0
-161 -166 447 0
-33 537 383 0
-352 -388 122 0
168 -491 -507 0
530 -173 190 0
-437 -537 33 0
544 23 514 0
-469 -288 -59 0
-303 189 -37 0
13 -70 218 0
99 -50 137 0
498 147 -81 0
365 405 -286 0
-501 130 -262 0
264 -172 -460 0
33 485 74 0
-164 182 530 0
410 252 -427 0
159 -6 496 0
455 542 533 0
456 -440 87 0
-442 523 -560 0
-326 -268 -103 0
555 -501 550 0
267 -75 -510 0
-130 53 -226 0
521 389 171 0
416 237 515 0
257 -42 509 0
73 -474 464 0
195 -269 41 0
-386 -42 485 0
44 -150 464 0
-60 53 357 0
-131 217 -16 0
468 153 -457 0
110 195 -498 0
-364 461 -261 0
-56 524 -422 0
110 -188 -37 0
-445 -413 -120 0
-231 -33 -380 0
-545 511 -136 0
249 -532 300 0
-532 -386 175 0
-363 -366 97 0
-526 154 192 0
528 -157 -61 0
130 -484 520 0
494 -73 -90 0
181 -306 -108 0
471 -169 -71 0
-38 -536 516 0
-487 345 186 0
74 -235 -439 0
394 -217 -45 0
-541 398 -19 0
-509 -506 -250 0
-521 546 -26 0
-49 291 246 0
48 -228 -218 0
-29 227 348 0
334 301 -221 0
-180 166 -486 0
-338 -290 257 0
238 -54 9 0
-176 470 464 0
-87 -553 -516 0
-377 -395 -301 0
-173 -293 -146 0
438 294 288 0
203 -339 305 0
369 -479 218 0
15 -10 -16 0
-169 -388 90 0
451 357 459 0
-486 -546 -213 0
-506 123 -383 0
-300 -374 247 0
60 16 317 0
421 -72 392 0
-300 71 21 0
17 305 392 0
479 526 -440 0
121 68 -387 0
241 33 464 0
-282 181 -490 0
76 -169 85 0
508 -132 -295 0
-125 511 551 0
-17 -24 545 0
-473 131 59 0
-296 6 514 0
-465 -93 -374 0
-47 242 -130 0
-333 -465 -195 0
284 155 201 0
-474 346 -400 0
-9 -200 -340 0
-488 511 382 0
402 -227 511 0
195 529 89 0
1 105 483 0
85 -250 33 0
-297 -414 -129 0
327 390 277 0
-414 16 259 0
-551 -108 46 0
-41 521 415 0
-319 -513 -398 0
-408 52 -158 0
18 -238 -394 0
138 196 -481 0
275 -372 -251 0
227 377 182 0
-260 -380 -266 0
79 550 317 0
253 -208 139 0
-130 -89 -88 0
167 -349 494 0
199 -559 -505 0
556 547 339 0
-368 198 -479 0
-143 -189 -550 0
-11 31 140 0
-330 158 -357 0
-31 -124 338 0
-321 -493 160 0
294 -461 533 0
-199 -46 344 0
194 -523 441 0
453 -112 489 0
480 -34 206 0
-264 -495 -421 0
54 -452 289 0
-284 -348 -274 0
7 139 -184 0
7 -315 515 0
233 459 383 0
-75 379 -536 0
-201 -30 -506 0
-215 470 70 0
-419 -195 -116 0
134 -368 514 0
-352 -66 -554 0
-278 300 -181 0
-50 -198 188 0
52 -344 220 0
-396 -246 385 0
392 -228 348 0
-498 -416 -372 0
482 432 -381 0
-387 106 -118 0
69 -118 -156 0
-514 119 -444 0
403 -531 58 0
-294 -204 99 0
-224 456 95 0
-93 526 477 0
153 -108 -51 0
178 372 -151 0
491 -408 -49 0
-158 -432 -41 0
66 -129 344 0
153 475 -208 0
-252 -419 -533 0
493 -454 37 0
-287 -215 247 0
-124 389 345 0
298 109 -198 0
178 -141 513 0
46 17 225 0
-442 -248 109 0
-351 -248 -485 0
-351 530 434 0
216 56 88 0
-470 453 -72 0
541 -69 48 0
163 -410 -17 0
-443 557 -267 0
19 -482 278 0
83 141 115 0
93 -165 324 0
338 50 337 0
521 434 70 0
-387 63 -162 0
317 -528 -219 0
-110 178 472 0
-486 427 435 0
-43 422 -353 0
57 -19 -488 0
459 -425 142 0
510 -395 -526 0
68 -554 428 0
138 -264 -386 0
-491 -235 -1 0
-130 -407 327 0
77 -241 403 0
216 -98 405 0
79 -435 -543 0
-399 144 422 0
236 -44 544 0
71 85 531 0
516 398 -397 0
-19 -226 258 0
-155 120 169 0
442 532 486 0
-295 16 307 0
306 -174 316 0
-386 -485 228 0
258 -278 120 0
359 -291 487 0
286 212 -40 0
289 -220 -489 0
473 -310 365 0
-20 -359 440 0
-183 -480 9 0
-129 -66 36 0
299 -451 227 0
494 -133 -537 0
220 560 -292 0
-498 -118 -387 0
263 -421 296 0
-434 221 -553 0
143 -27 -169 0
-214 -559 -408 0
-93 205 -202 0
336 547 233 0
-93 316 -430 0
201 -235 -289 0
230 232 -154 0
-518 -424 -456 0
-193 -528 429 0
461 306 -274 0
524 -188 141 0
41 417 -38 0
-352 -257 157 0
-279 -385 -528 0
447 213 -84 0
367 400 -246 0
-470 -350 -559 0
337 -382 5 0
186 -327 530 0
262 162 48 0
400 -292 -409 0
219 -263 -84 0
396 51 -454 0
-196 337 -88 0
-256 162 263 0
-102 -63 342 0
369 -229 -10 0
-332 173 63 0
-437 145 220 0
-520 -22 333 0
330 388 -267 0
-303 170 147 0
-284 24 301 0
523 -344 -391 0
340 480 471 0
87 127 -73 0
-84 -468 -347 0
432 -533 -527 0
542 450 36 0
-329 69 -178 0
500 -220 179 0
-458 107 515 0
421 524 282 0
105 -419 -28 0
-273 -269 43 0
-321 -150 -48 0
-272 30 -312 0
-272 371 -4 0
165 355 -103 0
477 177 -157 0
-72 202 458 0
-550 194 -548 0
-3 -117 -494 0
-465 229 -122 0
80 147 -223 0
477 -221 515 0
-366 287 524 0
-505 533 340 0
181 -5 503 0
180 -164 -279 0
69 -120 313 0
-407 19 -118 0
-408 -508 124 0
287 531 -152 0
-419 -496 -97 0
408 -409 -455 0
-43 -279 435 0
44 459 104 0
-279 -326 122 0
162 -249 -2 0
-311 511 377 0
-320 -146 -481 0
-435 304 515 0
356 -237 -482 0
-38 -338 -181 0
72 189 91 0
-426 425 -448 0
33 -308 96 0
-182 -495 -11 0
216 500 335 0
-333 -51 -427 0
528 551 -305 0
177 201 -112 0
-187 -151 538 0
-246 360 -36 0
-426 -95 -227 0
-25 453 95 0
106 554 31 0
511 -302 -414 0
468 196 -119 0
-400 -318 -276 0
-556 -201 -70 0
518 31 -393 0
-132 -279 445 0
-153 -232 60 0
-19 334 393 0
-320 350 -277 0
-257 35 -186 0
349 210 191 0
-199 446 -131 0
-220 404 485 0
-43 65 205 0
252 16 -189 0
153 -519 -45 0
-456 493 -114 0
286 -213 327 0
366 381 202 0
-212 488 179 0
428 -94 -132 0
537 -382 -369 0
-533 267 -223 0
-321 -402 459 0
168 -496 -338 0
211 444 -33 0
442 -43 -477 0
-198 505 74 0
498 196 536 0
-382 206 238 0
431 189 193 0
331 -229 -338 0
-225 35 -439 0
-337 -503 -155 0
67 -62 294 0
256 -188 480 0
104 -455 64 0
478 208 -456 0
-60 -462 204 0
480 33 543 0
280 492 -122 0
-288 101 -557 0
-415 451 -427 0
148 19 -488 0
105 493 -389 0
-464 -154 -16 0
-246 499 486 0
-510 410 -402 0
-186 203 -37 0
-427 -538 -279 0
-274 -475 17 0
142 234 47 0
16 -499 396 0
142 328 226 0
474 506 451 0
-258 -406 -32 0
103 -124 -253 0
496 166 134 0
214 23 -59 0
347 340 -424 0
-516 -395 294 0
-224 -39 173 0
517 559 -543 0
125 408 -178 0
-395 438 256 0
-406 423 -13 0
106 553 24 0
-435 273 -103 0
-6 452 374 0
319 33 -384 0
-498 499 469 0
516 -188 -159 0
-113 -191 467 0
81 520 326 0
-41 542 280 0
360 34 -18 0
-250 -517 -481 0
-88 -148 420 0
-11 528 473 0
304 377 -26 0
91 -313 124 0
67 -303 -251 0
137 258 -56 0
-340 -58 37 0
-39 -483 -66 0
-511 334 -281 0
34 271 -370 0
-1 299 -231 0
376 -420 317 0
403 -236 -211 0
274 459 -425 0
505 -527 236 0
177 283 -494 0
-269 523 -181 0
24 -75 -349 0
2 -447 -109 0
-81 211 270 0
384 121 362 0
59 363 -199 0
301 -8 -483 0
102 -418 -386 0
-300 21 513 0
395 176 441 0
-10 -47 521 0
-357 469 77 0
-160 -316 -166 0
-544 46 414 0
-293 334 205 0
-445 -153 27 0
-178 375 -188 0
-477 69 -364 0
373 -138 351 0
417 -241 -552 0
404 99 -369 0
-110 -510 72 0
-375 483 221 0
117 -73 452 0
-247 -507 498 0
372 375 338 0
-37 170 372 0
122 -230 70 0
-330 483 442 0
-266 -122 -55 0
151 -400 337 0
-149 -66 359 0
-559 -64 -523 0
-118 321 135 0
415 -330 -53 0
34 252 -168 0
50 -402 73 0
-552 119 299 0
-190 374 -458 0
-152 349 -287 0
-306 44 192 0
-25 526 357 0
65 -109 -404 0
-265 543 28 0
473 56 217 0
-519 358 471 0
392 249 474 0
536 497 -430 0
-413 -280 -296 0
-529 -122 -407 0
-385 40 -515 0
-5 386 -535 0
-6 -322 -331 0
-143 326 18 0
-168 -270 -10 0
69 481 -17 0
58 -223 274 0
183 148 -221 0
136 100 224 0
523 -103 -121 0
-348 507 -297 0
144 -544 -237 0
3 -536 -364 0
68 559 401 0
285 -54 -34 0
499 363 -89 0
-407 -454 -38 0
87 550 190 0
-257 292 425 0
-477 495 536 0
-144 -349 -359 0
46 109 -35 0
70 -186 -183 0
-413 73 134 0
277 -87 21 0
178 536 112 0
403 -539 97 0
-98 -135 226 0
-99 -197 -222 0
109 381 -148 0
-257 7 -292 0
5 -275 -86 0
-557 538 -466 0
448 280 175 0
415 438 479 0
77 -351 -407 0
-201 -216 395 0
286 -484 -522 0
466 -392 -494 0
125 -291 -23 0
28 385 182 0
459 -83 297 0
415 307 -286 0
167 -118 376 0
5 399 503 0
-506 -520 -348 0
-1 -523 -361 0
559 282 -553 0
13 -198 158 0
-181 -514 458 0
-439 427 -173 0
540 -461 256 0
-202 477 -559 0
-491 -69 142 0
-142 388 -341 0
-552 128 58 0
-74 -473 -540 0
-235 422 104 0
-61 432 -162 0
-354 -336 399 0
466 335 -249 0
-333 431 -296 0
-412 -31 122 0
134 169 310 0
19 -74 -285 0
470 -302 -224 0
78 -313 240 0
-357 -19 -365 0
522 -322 503 0
461 -176 315 0
-447 -91 469 0
180 309 493 0
-540 -80 -117 0
139 382 210 0
533 285 -85 0
-48 264 160 0
451 158 -270 0
188 -380 248 0
152 16 -287 0
298 336 -407 0
62 391 -31 0
498 -329 121 0
185 288 -16 0
-501 -362 140 0
-182 -348 -460 0
-377 -88 -287 0
-197 -40 -319 0
-3 468 507 0
-266 -90 -405 0
-157 -107 542 0
-138 528 5 0
-343 -479 -166 0
542 179 460 0
373 -14 234 0
133 -444 334 0
246 -223 -135 0
-468 429 -299 0
-62 -204 171 0
-366 -268 -446 0
238 -331 257 0
546 15 155 0
-436 67 -447 0
340 -86 -189 0
86 -240 375 0
-295 -144 172 0
-169 -343 365 0
333 559 -546 0
-204 394 -308 0
546 -17 -186 0
352 443 546 0
-336 -211 337 0
-54 257 -508 0
-498 -6 -442 0
-355 146 93 0
203 -252 378 0
139 391 271 0
364 277 -377 0
301 377 -87 0
60 125 -252 0
-537 -100 -538 0
-465 -71 -463 0
105 328 -405 0
-236 376 -478 0
-203 80 -259 0
-348 -284 275 0
442 -484 126 0
54 6 152 0
451 -71 150 0
-142 -31 246 0
-277 86 360 0
-190 -147 -27 0
-500 503 -463 0
356 -482 -60 0
-416 423 421 0
174 143 -139 0
-61 -183 -442 0
479 -290 -326 0
516 -545 -549 0
-508 -244 289 0
480 243 -162 0
-4 150 430 0
394 -412 210 0
-315 -299 43 0
343 -130 -361 0
130 321 -342 0
194 -145 531 0
-373 363 -487 0
401 -178 540 0
427 -210 348 0
415 -291 -290 0
98 -418 -266 0
-258 -192 302 0
-72 360 -283 0
469 -102 146 0
-130 -367 176 0
494 -19 517 0
-179 362 -273 0
-489 247 -34 0
68 118 62 0
58 264 -52 0
520 -153 -336 0
263 322 325 0
-168 379 -543 0
383 355 -219 0
204 -47 141 0
346 82 79 0
46 372 406 0
-402 390 -428 0
-73 -422 -190 0
283 -357 -300 0
426 -37 -22 0
-364 -457 -436 0
312 316 -498 0
514 -433 438 0
455 456 -489 0
188 280 -302 0
340 -369 -281 0
539 521 174 0
477 469 -501 0
-411 507 -87 0
-501 -230 499 0
-521 77 -514 0
-14 390 -226 0
-434 129 490 0
128 466 87 0
-510 -267 -247 0
-150 -484 -537 0
25 -370 -525 0
-417 -177 -180 0
55 447 383 0
-513 560 510 0
425 454 -327 0
226 -421 204 0
-69 224 46 0
-352 152 61 0
-212 305 232 0
458 354 -444 0
221 470 -143 0
467 -175 457 0
-534 -320 487 0
-98 393 349 0
97 160 37 0
-11 152 339 0
35 506 -376 0
429 91 474 0
9 -155 -414 0
464 -190 -402 0
-106 484 -332 0
-551 508 -15 0
-340 112 -71 0
448 36 -479 0
546 401 -446 0
-400 -93 -248 0
-25 231 -175 0
-295 128 -384 0
-430 -277 -314 0
356 -19 -473 0
-437 454 -76 0
-395 -379 73 0
-310 507 212 0
-76 -42 -548 0
-549 -94 538 0
-471 -320 384 0
-506 -497 283 0
318 376 -470 0
35 -110 -339 0
432 439 334 0
533 -272 -49 0
-129 314 -318 0
-75 -69 340 0
-478 -525 -451 0
-124 70 -288 0
-420 88 553 0
226 -130 186 0
15 523 -150 0
-61 115 94 0
328 -327 -220 0
-241 314 -210 0
463 -427 -413 0
480 -312 510 0
183 528 36 0
-302 -279 -200 0
122 -18 -208 0
-182 101 142 0
100 381 503 0
312 341 421 0
341 179 -230 0
557 -258 -227 0
241 -15 -456 0
296 218 -406 0
-446 -284 436 0
-42 307 275 0
-38 329 286 0
-201 403 -308 0
373 -293 -158 0
191 296 -270 0
-59 388 530 0
343 373 -304 0
107 -65 -160 0
248 -414 2 0
120 -56 106 0
26 -75 -531 0
515 53 425 0
426 300 481 0
-302 431 -149 0
-167 -65 123 0
546 -335 -1 0
105 -59 -283 0
513 -454 -79 0
-150 -542 -535 0
453 -399 362 0
-127 108 408 0
206 -64 -110 0
-187 495 -314 0
-455 -392 484 0
7 -507 332 0
-366 96 359 0
22 457 -269 0
431 -68 -536 0
378 -285 307 0
16 -23 159 0
270 252 437 0
310 -55 543 0
-213 -218 -101 0
-64 245 -33 0
124 -221 410 0
-246 -297 -152 0
-19 -252 -529 0
-414 -184 380 0
-107 110 -253 0
51 -198 -98 0
-202 148 -465 0
-544 506 485 0
-140 -100 -410 0
48 -362 307 0
-299 -431 -69 0
543 311 -208 0
430 -139 -427 0
-288 -401 329 0
307 -207 533 0
-163 -311 208 0
1 -89 -321 0
-527 488 4 0
168 360 119 0
-259 -504 -534 0
-419 -188 170 0
-548 -26 483 0
-372 -536 555 0
-94 -271 -172 0
-21 255 -336 0
441 366 -363 0
465 -146 426 0
277 -518 -537 0
-231 -114 -523 0
330 -155 -509 0
-253 124 458 0
33 -276 293 0
247 378 261 0
-155 424 -432 0
-554 371 -226 0
79 -148 -535 0
128 408 185 0
-543 -150 -75 0
-154 341 -498 0
404 -414 80 0
-533 557 359 0
166 538 329 0
-154 34 -111 0
-154 337 -282 0
-147 -205 340 0
-80 -442 433 0
-47 167 -52 0
-187 -247 -509 0
-328 62 37 0
379 -469 184 0
308 -1 339 0
430 -472 -409 0
532 168 255 0
15 219 128 0
420 438 -530 0
-17 -324 466 0
-451 486 -371 0
-324 369 560 0
-49 87 -90 0
522 -160 -277 0
-460 405 310 0
-324 86 1 0
23 -238 -257 0
455 250 -12 0
-195 -288 -372 0
482 -297 -493 0
-78 -247 -506 0
-58 -12 -360 0
533 13 -236 0
-2 -557 225 0
293 -79 474 0
-76 -268 -153 0
9 182 -506 0
-288 236 -140 0
-324 -342 -431 0
-128 -154 -193 0
217 -57 -31 0
137 -420 -60 0
299 -284 87 0
445 -4 170 0
234 37 -502 0
-453 -499 -82 0
-159 -8 -536 0
-384 -415 248 0
-529 -351 359 0
-407 257 419 0
114 -357 -261 0
20 -97 437 0
95 348 366 0
-450 168 308 0
201 -559 38 0
96 168 203 0
-331 287 250 0
-501 422 -293 0
-323 2 423 0
456 463 -521 0
311 -91 -508 0
-346 515 -146 0
234 548 -374 0
-323 463 66 0
73 -389 -415 0
475 405 -83 0
-298 -70 500 0
-457 -301 -269 0
165 -250 355 0
-394 -276 -401 0
-11 -295 -321 0
-207 246 -312 0
-492 358 -92 0
347 96 324 0
352 317 379 0
-198 -474 -245 0
310 293 -168 0
180 -251 332 0
-42 39 156 0
-29 520 15 0
503 169 146 0
91 304 -451 0
426 -11 -46 0
460 -461 226 0
301 4 39 0
40 -231 -398 0
61 271 311 0
-276 -231 -293 0
-68 -364 -130 0
24 283 -132 0
45 303 -379 0
-91 -69 -244 0
523 -555 245 0
469 479 281 0
-302 -479 331 0
-347 -221 -91 0
-230 480 -543 0
-117 122 -138 0
398 119 -319 0
365 142 86 0
333 289 -521 0
33 1 489 0
-115 488 -157 0
43 -111 311 0
-559 491 -398 0
53 448 -163 0
-160 -39 148 0
-143 13 -499 0
-136 163 142 0
116 28 281 0
-62 -35 -115 0
357 392 435 0
363 242 -88 0
-544 162 470 0
60 -444 72 0
512 -498 82 0
183 -327 -274 0
-554 -218 -451 0
417 529 20 0
-322 464 166 0
-370 109 -103 0
360 -69 299 0
-327 419 528 0
291 183 403 0
139 281 370 0
18 -3 -487 0
-317 390 413 0
168 -420 -165 0
335 -212 -156 0
159 -218 -336 0
324 207 479 0
431 420 -60 0
388 453 253 0
75 -513 544 0
-340 402 21 0
25 -530 -111 0
-364 -124 241 0
496 -411 315 0
-446 131 116 0
-507 -256 -453 0
524 60 148 0
381 -151 -174 0
127 -459 -499 0
-81 43 -222 0
-325 -53 -516 0
296 423 412 0
526 -521 -176 0
507 244 -280 0
-58 6 -10 0
-258 396 -355 0
257 270 446 0
128 353 -528 0
-223 -271 320 0
-89 -350 478 0
-322 134 -486 0
508 -18 -300 0
338 -315 517 0
-98 -197 -86 0
358 -334 -268 0
507 -426 -186 0
8 533 -350 0
489 141 -257 0
-525 276 -163 0
-118 -535 -108 0
142 -271 134 0
-360 -30 -166 0
-45 -507 337 0
283 -559 -463 0
-359 121 -471 0
-15 282 60 0
-182 556 -191 0
-32 256 -422 0
-182 -333 142 0
341 -256 274 0
-130 -219 -14 0
267 138 -407 0
424 -4 416 0
-150 -9 -218 0
-159 -91 460 0
20 93 441 0
517 301 -409 0
-421 -26 -391 0
290 -479 -463 0
-449 135 -475 0
-343 -63 -173 0
541 -90 -222 0
-429 -211 508 0
336 21 -535 0
-391 -545 402 0
-559 395 60 0
-4 136 -322 0
-31 -440 -85 0
282 -64 115 0
-226 -461 470 0
110 -486 -528 0
-511 25 64 0
443 -536 336 0
149 480 360 0
-251 539 -235 0
453 -355 289 0
364 294 326 0
-175 -452 -530 0
211 285 332 0
-164 -109 172 0
30 128 -443 0
147 96 -75 0
-237 -69 399 0
356 158 -179 0
-163 510 -485 0
-54 -186 -339 0
-39 -315 -365 0
555 78 -170 0
-102 525 44 0
188 -486 -478 0
-260 364 -153 0
514 67 325 0
-98 -472 -383 0
-92 46 184 0
-200 -296 -509 0
-536 -185 -93 0
-481 -528 315 0
419 52 28 0
-412 -359 -175 0
-546 354 501 0
-494 -510 254 0
455 89 -162 0
155 255 351 0
81 401 -98 0
-422 -391 -364 0
517 246 414 0
508 -114 -171 0
440 297 -531 0
-417 -288 -492 0
-273 -468 -8 0
-433 -8 -430 0
-58 -170 414 0
-448 -105 -428 0
-270 127 541 0
383 411 -356 0
-2 -382 -347 0
431 68 16 0
-380 -215 87 0
-559 366 -355 0
-184 -39 -468 0
452 63 -479 0
523 -254 -390 0
512 -173 -133 0
-248 56 -258 0
-400 -27 -475 0
273 -404 79 0
-185 -112 72 0
-148 -150 190 0
19 414 491 0
483 552 -209 0
444 273 -257 0
-49 -393 320 0
-101 -489 227 0
532 -556 318 0
-498 258 190 0
-396 388 -360 0
-460 -526 8 0
198 -193 -357 0
-245 104 -155 0
167 -102 -21 0
330 -365 525 0
241 12 157 0
-492 126 480 0
-544 -252 -404 0
509 -498 434 0
343 -374 360 0
-311 -202 247 0
341 -152 -303 0
-389 236 374 0
-486 -90 373 0
-381 -166 302 0
-532 5 -375 0
-531 -429 -62 0
194 -458 -531 0
-509 33 -319 0
1 560 333 0
-131 354 478 0
386 -323 11 0
426 275 74 0
-34 142 -60 0
471 -40 -226 0
-213 117 492 0
-174 482 -12 0
322 -136 -200 0
-281 231 -299 0
323 -349 120 0
174 -371 -338 0
-325 59 -449 0
178 -507 -245 0
-523 379 388 0
-483 -327 511 0
-286 -218 416 0
397 -507 -426 0
525 44 357 0
-58 254 -513 0
554 231 -146 0
205 -307 -527 0
417 -341 259 0
-198 -250 -135 0
-530 -366 -68 0
306 193 -381 0
-158 -210 -447 0
65 540 108 0
-52 462 -547 0
-349 -227 -181 0
473 -356 462 0
-443 201 523 0
269 392 -433 0
486 243 226 0
-423 -186 168 0
384 291 -185 0
-355 251 160 0
-82 240 -117 0
412 -37 429 0
-324 -276 381 0
314 -524 -384 0
237 -216 -173 0
-141 -244 168 0
-492 402 113 0
230 -2 -385 0
389 26 183 0
501 -27 -348 0
532 -454 -308 0
-15 -80 -208 0
-127 68 383 0
-509 -30 -4 0
-383 73 100 0
48 -348 -286 0
-2 -335 157 0
